anio,par_origen_destino,viajes,asientos,pasajeros,load_factor_pct,origen,destino,flag_sde
2022,San Miguel De Tucumán-San Fernando Del Valle De Catamarca,308,16500,4480,27.2,San Miguel De Tucumán,San Fernando Del Valle De Catamarca,0
2022,Villa San Agustin-La Rioja,102,6220,4289,69.0,Villa San Agustin,La Rioja,0
2022,San Miguel De Tucumán-San Salvador De Jujuy,103,5865,3961,67.5,San Miguel De Tucumán,San Salvador De Jujuy,0
2022,La Rioja-Villa San Agustin,102,6220,3801,61.1,La Rioja,Villa San Agustin,0
2022,San Miguel De Tucumán-Santa Maria,96,5760,3787,65.7,San Miguel De Tucumán,Santa Maria,0
2022,San Salvador De Jujuy-Caleta Olivia,62,3593,3786,105.4,San Salvador De Jujuy,Caleta Olivia,0
2022,Villa Carlos Paz-San Miguel De Tucumán,78,4518,3552,78.6,Villa Carlos Paz,San Miguel De Tucumán,0
2022,San Luis-Ciudad Autónoma De Buenos Aires,180,6091,3545,58.2,San Luis,Ciudad Autónoma De Buenos Aires,0
2022,San Miguel De Tucumán-Villa Carlos Paz,75,4314,3544,82.2,San Miguel De Tucumán,Villa Carlos Paz,0
2022,Ciudad Autónoma De Buenos Aires-San Luis,180,6059,3524,58.2,Ciudad Autónoma De Buenos Aires,San Luis,0
2022,San Salvador De Jujuy-La Plata,65,3835,3189,83.2,San Salvador De Jujuy,La Plata,0
2022,Rawson-San Salvador De Jujuy,59,3368,2731,81.1,Rawson,San Salvador De Jujuy,0
2022,La Plata-San Salvador De Jujuy,71,4155,2634,63.4,La Plata,San Salvador De Jujuy,0
2022,San Miguel De Tucumán-San Jose Del Boqueron,104,5610,2607,46.5,San Miguel De Tucumán,San Jose Del Boqueron,0
2022,San Salvador De Jujuy-San Miguel De Tucumán,98,5582,2162,38.7,San Salvador De Jujuy,San Miguel De Tucumán,0
2022,San Salvador De Jujuy-Salvador Mazza,93,5216,2055,39.4,San Salvador De Jujuy,Salvador Mazza,0
2022,Salvador Mazza-San Salvador De Jujuy,90,5038,1465,29.1,Salvador Mazza,San Salvador De Jujuy,0
2022,San Jose Del Boqueron-San Miguel De Tucumán,55,3300,1296,39.3,San Jose Del Boqueron,San Miguel De Tucumán,0
2022,Salta-Santa Maria,50,2226,349,15.7,Salta,Santa Maria,0
2021,San Miguel De Tucumán-Santiago Del Estero,4314,251454,141569,56.3,San Miguel De Tucumán,Santiago Del Estero,1
2021,Santiago Del Estero-San Miguel De Tucumán,3868,224275,130947,58.4,Santiago Del Estero,San Miguel De Tucumán,1
2021,Salta-San Salvador De Jujuy,4433,245437,127033,51.8,Salta,San Salvador De Jujuy,0
2021,Salta-Salvador Mazza,2612,162751,121442,74.6,Salta,Salvador Mazza,0
2021,San Salvador De Jujuy-Salta,4268,234656,119088,50.8,San Salvador De Jujuy,Salta,0
2021,Salvador Mazza-Salta,2626,163456,109675,67.1,Salvador Mazza,Salta,0
2021,Orán-Salta,2054,122971,90623,73.7,Orán,Salta,0
2021,San Miguel De Tucumán-Salta,2267,126930,89931,70.9,San Miguel De Tucumán,Salta,0
2021,Salta-Orán,2069,123942,89242,72.0,Salta,Orán,0
2021,Salta-San Miguel De Tucumán,2282,127756,87582,68.6,Salta,San Miguel De Tucumán,0
2021,San Salvador De Jujuy-Rio Gallegos,693,38849,74720,192.3,San Salvador De Jujuy,Rio Gallegos,0
2021,Rio Gallegos-San Salvador De Jujuy,684,37936,65996,174.0,Rio Gallegos,San Salvador De Jujuy,0
2021,Ciudad Autónoma De Buenos Aires-San Salvador De Jujuy,1258,77118,62324,80.8,Ciudad Autónoma De Buenos Aires,San Salvador De Jujuy,0
2021,San Salvador De Jujuy-Ciudad Autónoma De Buenos Aires,1172,71697,59606,83.1,San Salvador De Jujuy,Ciudad Autónoma De Buenos Aires,0
2021,La Quiaca-Salta,1385,85276,59102,69.3,La Quiaca,Salta,0
2021,San Miguel De Tucumán-Córdoba,1084,60812,50762,83.5,San Miguel De Tucumán,Córdoba,0
2021,Salta-La Quiaca,1192,73314,48833,66.6,Salta,La Quiaca,0
2021,Córdoba-San Miguel De Tucumán,1102,61705,48612,78.8,Córdoba,San Miguel De Tucumán,0
2021,Ciudad Autónoma De Buenos Aires-San Fernando Del Valle De Catamarca,935,48661,42897,88.2,Ciudad Autónoma De Buenos Aires,San Fernando Del Valle De Catamarca,0
2021,San Fernando Del Valle De Catamarca-Ciudad Autónoma De Buenos Aires,873,45114,40873,90.6,San Fernando Del Valle De Catamarca,Ciudad Autónoma De Buenos Aires,0
2021,San Miguel De Tucumán-Mendoza,788,45372,38732,85.4,San Miguel De Tucumán,Mendoza,0
2021,Ciudad Autónoma De Buenos Aires-La Rioja,602,30459,35881,117.8,Ciudad Autónoma De Buenos Aires,La Rioja,0
2021,San Salvador De Jujuy-Esquel,367,21519,34055,158.3,San Salvador De Jujuy,Esquel,0
2021,La Rioja-Ciudad Autónoma De Buenos Aires,600,30386,32589,107.3,La Rioja,Ciudad Autónoma De Buenos Aires,0
2021,San Salvador De Jujuy-Córdoba,1246,50130,32134,64.1,San Salvador De Jujuy,Córdoba,0
2021,Mendoza-San Miguel De Tucumán,805,46329,31719,68.5,Mendoza,San Miguel De Tucumán,0
2021,Mendoza-San Salvador De Jujuy,447,25816,31531,122.1,Mendoza,San Salvador De Jujuy,0
2021,San Salvador De Jujuy-Mendoza,455,26277,30595,116.4,San Salvador De Jujuy,Mendoza,0
2021,Salta-Córdoba,797,44570,30253,67.9,Salta,Córdoba,0
2021,Córdoba-Salta,764,42549,30061,70.7,Córdoba,Salta,0
2021,Aguas Blancas-Salta,639,36350,29160,80.2,Aguas Blancas,Salta,0
2021,Salta-Ciudad Autónoma De Buenos Aires,560,31280,29087,93.0,Salta,Ciudad Autónoma De Buenos Aires,0
2021,Esquel-San Salvador De Jujuy,364,21395,28967,135.4,Esquel,San Salvador De Jujuy,0
2021,Córdoba-San Salvador De Jujuy,1282,51667,28256,54.7,Córdoba,San Salvador De Jujuy,0
2021,San Miguel De Tucumán-Mar Del Plata,626,36496,26815,73.5,San Miguel De Tucumán,Mar Del Plata,0
2021,Salta-Aguas Blancas,650,37013,25394,68.6,Salta,Aguas Blancas,0
2021,Mar Del Plata-San Miguel De Tucumán,629,36644,25335,69.1,Mar Del Plata,San Miguel De Tucumán,0
2021,Salta-Corrientes,502,28120,25162,89.5,Salta,Corrientes,0
2021,San Fernando Del Valle De Catamarca-Córdoba,811,44755,25114,56.1,San Fernando Del Valle De Catamarca,Córdoba,0
2021,Taco Pozo-Salta,202,11573,25064,216.6,Taco Pozo,Salta,0
2021,Córdoba-San Fernando Del Valle De Catamarca,796,44005,24616,55.9,Córdoba,San Fernando Del Valle De Catamarca,0
2021,San Miguel De Tucumán-Salvador Mazza,659,37749,24515,64.9,San Miguel De Tucumán,Salvador Mazza,0
2021,Corrientes-Salta,494,27676,23736,85.8,Corrientes,Salta,0
2021,La Banda-San Miguel De Tucumán,657,38778,21423,55.2,La Banda,San Miguel De Tucumán,0
2021,Salvador Mazza-San Miguel De Tucumán,650,37299,20824,55.8,Salvador Mazza,San Miguel De Tucumán,0
2021,Salta-Tartagal,516,28227,20584,72.9,Salta,Tartagal,0
2021,San Fernando Del Valle De Catamarca-Belen,606,33637,20065,59.7,San Fernando Del Valle De Catamarca,Belen,0
2021,Salta-Taco Pozo,201,11515,19863,172.5,Salta,Taco Pozo,0
2021,San Fernando Del Valle De Catamarca-Frias,643,27928,19440,69.6,San Fernando Del Valle De Catamarca,Frias,0
2021,Belen-San Fernando Del Valle De Catamarca,584,32560,17935,55.1,Belen,San Fernando Del Valle De Catamarca,0
2021,Ciudad Autónoma De Buenos Aires-Salta,363,20044,17071,85.2,Ciudad Autónoma De Buenos Aires,Salta,0
2021,Tartagal-Salta,508,27786,17068,61.4,Tartagal,Salta,0
2021,La Plata-San Miguel De Tucumán,351,20611,16882,81.9,La Plata,San Miguel De Tucumán,0
2021,La Rioja-Córdoba,424,23952,16103,67.2,La Rioja,Córdoba,0
2021,San Miguel De Tucumán-La Plata,341,19984,16023,80.2,San Miguel De Tucumán,La Plata,0
2021,San Miguel De Tucumán-Ciudad Autónoma De Buenos Aires,390,21446,15765,73.5,San Miguel De Tucumán,Ciudad Autónoma De Buenos Aires,0
2021,Paraná-San Miguel De Tucumán,377,21456,15576,72.6,Paraná,San Miguel De Tucumán,0
2021,San Miguel De Tucumán-Paraná,379,21535,15327,71.2,San Miguel De Tucumán,Paraná,0
2021,San Miguel De Tucumán-Cafayate,465,27795,15208,54.7,San Miguel De Tucumán,Cafayate,0
2021,San Miguel De Tucumán-La Rioja,422,24913,14751,59.2,San Miguel De Tucumán,La Rioja,0
2021,Ciudad Autónoma De Buenos Aires-San Miguel De Tucumán,390,21410,14413,67.3,Ciudad Autónoma De Buenos Aires,San Miguel De Tucumán,0
2021,Salta-Avellaneda,249,14267,14388,100.8,Salta,Avellaneda,0
2021,Frias-San Fernando Del Valle De Catamarca,608,26482,14002,52.9,Frias,San Fernando Del Valle De Catamarca,0
2021,San Salvador De Jujuy-Aguas Blancas,358,22166,13926,62.8,San Salvador De Jujuy,Aguas Blancas,0
2021,Córdoba-La Rioja,446,24972,13779,55.2,Córdoba,La Rioja,0
2021,La Rioja-San Miguel De Tucumán,401,23627,13690,57.9,La Rioja,San Miguel De Tucumán,0
2021,Orán-San Miguel De Tucumán,352,20324,13599,66.9,Orán,San Miguel De Tucumán,0
2021,Cafayate-San Miguel De Tucumán,452,27045,13421,49.6,Cafayate,San Miguel De Tucumán,0
2021,San Salvador De Jujuy-Rawson,280,16042,13382,83.4,San Salvador De Jujuy,Rawson,0
2021,San Salvador De Jujuy-Bahia Blanca,197,11004,13325,121.1,San Salvador De Jujuy,Bahia Blanca,0
2021,San Miguel De Tucumán-Neuquén,227,13020,13012,99.9,San Miguel De Tucumán,Neuquén,0
2021,Rawson-San Salvador De Jujuy,278,15938,12857,80.7,Rawson,San Salvador De Jujuy,0
2021,Bahia Blanca-San Salvador De Jujuy,198,11084,12817,115.6,Bahia Blanca,San Salvador De Jujuy,0
2021,Neuquén-San Miguel De Tucumán,235,13466,12032,89.4,Neuquén,San Miguel De Tucumán,0
2021,San Miguel De Tucumán-Orán,352,20323,12024,59.2,San Miguel De Tucumán,Orán,0
2021,San Miguel De Tucumán-Posadas,205,12162,11133,91.5,San Miguel De Tucumán,Posadas,0
2021,Posadas-San Miguel De Tucumán,202,11991,10726,89.5,Posadas,San Miguel De Tucumán,0
2021,Avellaneda-Salta,190,10960,10027,91.5,Avellaneda,Salta,0
2021,San Miguel De Tucumán-La Banda,228,12476,8821,70.7,San Miguel De Tucumán,La Banda,0
2021,Aguas Blancas-San Salvador De Jujuy,358,22176,8802,39.7,Aguas Blancas,San Salvador De Jujuy,0
2021,San Miguel De Tucumán-Santa Maria,249,14655,8092,55.2,San Miguel De Tucumán,Santa Maria,0
2021,Fiambala-San Fernando Del Valle De Catamarca,312,13463,7850,58.3,Fiambala,San Fernando Del Valle De Catamarca,0
2021,San Jose-San Miguel De Tucumán,363,20880,7006,33.6,San Jose,San Miguel De Tucumán,0
2021,San Fernando Del Valle De Catamarca-Fiambala,232,9179,6890,75.1,San Fernando Del Valle De Catamarca,Fiambala,0
2021,Salta-La Plata,170,9144,6744,73.8,Salta,La Plata,0
2021,La Plata-Salta,161,8684,6494,74.8,La Plata,Salta,0
2021,Salta-Formosa,74,4500,6093,135.4,Salta,Formosa,0
2021,San Miguel De Tucumán-Jardin America,130,6297,5290,84.0,San Miguel De Tucumán,Jardin America,0
2021,Jardin America-San Miguel De Tucumán,136,6597,4814,73.0,Jardin America,San Miguel De Tucumán,0
2021,Formosa-Salta,73,4438,4577,103.1,Formosa,Salta,0
2021,San Miguel De Tucumán-Villa Carlos Paz,100,5662,4044,71.4,San Miguel De Tucumán,Villa Carlos Paz,0
2021,San Rafael-San Luis,136,7496,3628,48.4,San Rafael,San Luis,0
2021,Villa Carlos Paz-San Miguel De Tucumán,101,5733,3565,62.2,Villa Carlos Paz,San Miguel De Tucumán,0
2021,San Luis-San Rafael,134,7369,3464,47.0,San Luis,San Rafael,0
2021,Florencio Varela-San Miguel De Tucumán,90,5366,3422,63.8,Florencio Varela,San Miguel De Tucumán,0
2021,San Miguel De Tucumán-Florencio Varela,78,4646,3363,72.4,San Miguel De Tucumán,Florencio Varela,0
2021,San Luis-Schaqui,89,5162,2951,57.2,San Luis,Schaqui,0
2021,Schaqui-San Luis,88,5104,2767,54.2,Schaqui,San Luis,0
2021,Santa Maria-San Fernando Del Valle De Catamarca,92,5520,2390,43.3,Santa Maria,San Fernando Del Valle De Catamarca,0
2021,La Rioja-San Juan,73,4234,2296,54.2,La Rioja,San Juan,0
2021,San Miguel De Tucumán-San Jose,72,4245,2263,53.3,San Miguel De Tucumán,San Jose,0
2021,San Fernando Del Valle De Catamarca-Santa Maria,90,5400,2118,39.2,San Fernando Del Valle De Catamarca,Santa Maria,0
2021,Villa San Agustin-La Rioja,70,4332,1936,44.7,Villa San Agustin,La Rioja,0
2021,Clorinda-Salta,87,5151,1825,35.4,Clorinda,Salta,0
2021,San Salvador De Jujuy-Salvador Mazza,74,4630,1809,39.1,San Salvador De Jujuy,Salvador Mazza,0
2021,Salta-Clorinda,85,5048,1772,35.1,Salta,Clorinda,0
2021,La Rioja-Villa San Agustin,70,4332,1676,38.7,La Rioja,Villa San Agustin,0
2021,San Fernando Del Valle De Catamarca-San Miguel De Tucumán,60,3602,1314,36.5,San Fernando Del Valle De Catamarca,San Miguel De Tucumán,0
2021,Santa Maria-Salta,89,4005,1218,30.4,Santa Maria,Salta,0
2021,San Miguel De Tucumán-San Jose Del Boqueron,91,4095,1067,26.1,San Miguel De Tucumán,San Jose Del Boqueron,0
2021,San Miguel De Tucumán-San Fernando Del Valle De Catamarca,66,3962,1041,26.3,San Miguel De Tucumán,San Fernando Del Valle De Catamarca,0
2021,Salta-Santa Maria,52,2340,490,20.9,Salta,Santa Maria,0
2020,Santiago Del Estero-San Miguel De Tucumán,1778,96959,60764,62.7,Santiago Del Estero,San Miguel De Tucumán,1
2020,San Salvador De Jujuy-Salta,1501,78126,58343,74.7,San Salvador De Jujuy,Salta,0
2020,San Miguel De Tucumán-Santiago Del Estero,1822,99382,57428,57.8,San Miguel De Tucumán,Santiago Del Estero,1
2020,Salta-San Salvador De Jujuy,1453,75037,53770,71.7,Salta,San Salvador De Jujuy,0
2020,San Salvador De Jujuy-Ciudad Autónoma De Buenos Aires,728,41539,44697,107.6,San Salvador De Jujuy,Ciudad Autónoma De Buenos Aires,0
2020,Salvador Mazza-Salta,843,49405,44464,90.0,Salvador Mazza,Salta,0
2020,Salta-Salvador Mazza,867,50987,44276,86.8,Salta,Salvador Mazza,0
2020,Salta-San Miguel De Tucumán,828,49669,42589,85.7,Salta,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-Salta,907,53649,42106,78.5,San Miguel De Tucumán,Salta,0
2020,Ciudad Autónoma De Buenos Aires-San Salvador De Jujuy,707,40180,39212,97.6,Ciudad Autónoma De Buenos Aires,San Salvador De Jujuy,0
2020,Salta-La Quiaca,564,34779,34344,98.7,Salta,La Quiaca,0
2020,San Salvador De Jujuy-Rio Gallegos,322,18698,33898,181.3,San Salvador De Jujuy,Rio Gallegos,0
2020,San Miguel De Tucumán-Córdoba,666,33929,32233,95.0,San Miguel De Tucumán,Córdoba,0
2020,Salta-Aguas Blancas,629,37149,31063,83.6,Salta,Aguas Blancas,0
2020,Córdoba-San Miguel De Tucumán,670,34195,30370,88.8,Córdoba,San Miguel De Tucumán,0
2020,Aguas Blancas-Salta,584,34467,30178,87.6,Aguas Blancas,Salta,0
2020,Rio Gallegos-San Salvador De Jujuy,308,17690,29168,164.9,Rio Gallegos,San Salvador De Jujuy,0
2020,La Quiaca-Salta,496,30459,28306,92.9,La Quiaca,Salta,0
2020,Ciudad Autónoma De Buenos Aires-San Fernando Del Valle De Catamarca,478,23051,24272,105.3,Ciudad Autónoma De Buenos Aires,San Fernando Del Valle De Catamarca,0
2020,San Fernando Del Valle De Catamarca-Ciudad Autónoma De Buenos Aires,440,20817,22333,107.3,San Fernando Del Valle De Catamarca,Ciudad Autónoma De Buenos Aires,0
2020,San Salvador De Jujuy-Córdoba,592,26394,21729,82.3,San Salvador De Jujuy,Córdoba,0
2020,Córdoba-San Fernando Del Valle De Catamarca,488,26493,19895,75.1,Córdoba,San Fernando Del Valle De Catamarca,0
2020,San Fernando Del Valle De Catamarca-Córdoba,492,26654,19891,74.6,San Fernando Del Valle De Catamarca,Córdoba,0
2020,Salta-Córdoba,423,21093,19888,94.3,Salta,Córdoba,0
2020,Salta-Orán,396,22855,19819,86.7,Salta,Orán,0
2020,Córdoba-Salta,421,20982,19179,91.4,Córdoba,Salta,0
2020,Córdoba-La Rioja,438,23687,18702,79.0,Córdoba,La Rioja,0
2020,La Rioja-Córdoba,442,23855,18579,77.9,La Rioja,Córdoba,0
2020,Orán-Salta,391,22584,18476,81.8,Orán,Salta,0
2020,Córdoba-San Salvador De Jujuy,521,22652,17525,77.4,Córdoba,San Salvador De Jujuy,0
2020,San Miguel De Tucumán-La Plata,283,16653,16427,98.6,San Miguel De Tucumán,La Plata,0
2020,San Miguel De Tucumán-Mar Del Plata,303,17246,16246,94.2,San Miguel De Tucumán,Mar Del Plata,0
2020,Mar Del Plata-San Miguel De Tucumán,305,17383,16153,92.9,Mar Del Plata,San Miguel De Tucumán,0
2020,San Salvador De Jujuy-Mendoza,193,11086,15540,140.2,San Salvador De Jujuy,Mendoza,0
2020,Salta-Corrientes,260,13861,15055,108.6,Salta,Corrientes,0
2020,Corrientes-Salta,251,13319,15030,112.8,Corrientes,Salta,0
2020,Mendoza-San Salvador De Jujuy,196,11254,14960,132.9,Mendoza,San Salvador De Jujuy,0
2020,Ciudad Autónoma De Buenos Aires-San Miguel De Tucumán,333,14667,14421,98.3,Ciudad Autónoma De Buenos Aires,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-Cafayate,346,20565,14025,68.2,San Miguel De Tucumán,Cafayate,0
2020,San Miguel De Tucumán-Ciudad Autónoma De Buenos Aires,291,12214,13152,107.7,San Miguel De Tucumán,Ciudad Autónoma De Buenos Aires,0
2020,San Salvador De Jujuy-Esquel,152,8922,12929,144.9,San Salvador De Jujuy,Esquel,0
2020,La Plata-San Miguel De Tucumán,186,11008,11756,106.8,La Plata,San Miguel De Tucumán,0
2020,Esquel-San Salvador De Jujuy,152,8937,11166,124.9,Esquel,San Salvador De Jujuy,0
2020,Ciudad Autónoma De Buenos Aires-La Rioja,218,10031,10892,108.6,Ciudad Autónoma De Buenos Aires,La Rioja,0
2020,Belen-San Fernando Del Valle De Catamarca,262,15585,10792,69.2,Belen,San Fernando Del Valle De Catamarca,0
2020,La Rioja-Ciudad Autónoma De Buenos Aires,213,9861,10074,102.2,La Rioja,Ciudad Autónoma De Buenos Aires,0
2020,San Jose-San Miguel De Tucumán,313,18675,9797,52.5,San Jose,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-Mendoza,126,7023,9586,136.5,San Miguel De Tucumán,Mendoza,0
2020,Salta-Ciudad Autónoma De Buenos Aires,138,7810,9434,120.8,Salta,Ciudad Autónoma De Buenos Aires,0
2020,San Fernando Del Valle De Catamarca-Belen,245,14520,9251,63.7,San Fernando Del Valle De Catamarca,Belen,0
2020,Cafayate-San Miguel De Tucumán,238,14205,9088,64.0,Cafayate,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-La Banda,209,11428,8935,78.2,San Miguel De Tucumán,La Banda,0
2020,San Miguel De Tucumán-Posadas,123,7229,8909,123.2,San Miguel De Tucumán,Posadas,0
2020,La Banda-San Miguel De Tucumán,221,11766,8832,75.1,La Banda,San Miguel De Tucumán,0
2020,Posadas-San Miguel De Tucumán,122,7199,8440,117.2,Posadas,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-San Jose,239,14265,8403,58.9,San Miguel De Tucumán,San Jose,0
2020,Bahia Blanca-San Salvador De Jujuy,85,4831,8046,166.5,Bahia Blanca,San Salvador De Jujuy,0
2020,Salta-Avellaneda,110,6368,7913,124.3,Salta,Avellaneda,0
2020,San Fernando Del Valle De Catamarca-Fiambala,157,8725,7846,89.9,San Fernando Del Valle De Catamarca,Fiambala,0
2020,Salta-Tartagal,143,8315,7775,93.5,Salta,Tartagal,0
2020,Fiambala-San Fernando Del Valle De Catamarca,169,9131,7495,82.1,Fiambala,San Fernando Del Valle De Catamarca,0
2020,San Salvador De Jujuy-Bahia Blanca,84,4767,7421,155.7,San Salvador De Jujuy,Bahia Blanca,0
2020,Mendoza-San Miguel De Tucumán,119,6644,7311,110.0,Mendoza,San Miguel De Tucumán,0
2020,La Rioja-San Miguel De Tucumán,158,9480,7085,74.7,La Rioja,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-Salvador Mazza,90,5285,7061,133.6,San Miguel De Tucumán,Salvador Mazza,0
2020,Salvador Mazza-La Rioja,77,4269,6922,162.1,Salvador Mazza,La Rioja,0
2020,San Miguel De Tucumán-La Rioja,160,9600,6787,70.7,San Miguel De Tucumán,La Rioja,0
2020,San Fernando Del Valle De Catamarca-Frias,250,10691,6464,60.5,San Fernando Del Valle De Catamarca,Frias,0
2020,Rawson-San Salvador De Jujuy,88,4900,5851,119.4,Rawson,San Salvador De Jujuy,0
2020,Salta-Paraná,77,4467,5839,130.7,Salta,Paraná,0
2020,San Salvador De Jujuy-Rawson,87,4845,5797,119.6,San Salvador De Jujuy,Rawson,0
2020,Avellaneda-Salta,88,5102,5775,113.2,Avellaneda,Salta,0
2020,Salta-Formosa,88,5048,5720,113.3,Salta,Formosa,0
2020,La Rioja-Salvador Mazza,75,4165,5711,137.1,La Rioja,Salvador Mazza,0
2020,Ciudad Autónoma De Buenos Aires-Salta,99,5621,5687,101.2,Ciudad Autónoma De Buenos Aires,Salta,0
2020,Tartagal-Salta,131,7649,5639,73.7,Tartagal,Salta,0
2020,Salvador Mazza-San Miguel De Tucumán,91,5351,5636,105.3,Salvador Mazza,San Miguel De Tucumán,0
2020,Paraná-Salta,79,4583,5503,120.1,Paraná,Salta,0
2020,Formosa-Salta,88,5045,5496,108.9,Formosa,Salta,0
2020,Salvador Mazza-San Salvador De Jujuy,137,8499,5317,62.6,Salvador Mazza,San Salvador De Jujuy,0
2020,Frias-San Fernando Del Valle De Catamarca,221,9421,5149,54.7,Frias,San Fernando Del Valle De Catamarca,0
2020,San Miguel De Tucumán-Neuquén,82,3556,5144,144.7,San Miguel De Tucumán,Neuquén,0
2020,Neuquén-San Miguel De Tucumán,87,3797,5086,133.9,Neuquén,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-San Fernando Del Valle De Catamarca,167,9943,5082,51.1,San Miguel De Tucumán,San Fernando Del Valle De Catamarca,0
2020,Paraná-San Miguel De Tucumán,88,4966,5071,102.1,Paraná,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-Paraná,87,4898,4755,97.1,San Miguel De Tucumán,Paraná,0
2020,San Salvador De Jujuy-Aguas Blancas,89,5520,4738,85.8,San Salvador De Jujuy,Aguas Blancas,0
2020,San Salvador De Jujuy-Salvador Mazza,134,8336,4519,54.2,San Salvador De Jujuy,Salvador Mazza,0
2020,Salta-Clorinda,84,4952,4502,90.9,Salta,Clorinda,0
2020,Termas De Rio Hondo-Ciudad Autónoma De Buenos Aires,75,4804,4488,93.4,Termas De Rio Hondo,Ciudad Autónoma De Buenos Aires,1
2020,Clorinda-Salta,84,4931,4312,87.4,Clorinda,Salta,0
2020,San Fernando Del Valle De Catamarca-San Miguel De Tucumán,163,9722,4197,43.2,San Fernando Del Valle De Catamarca,San Miguel De Tucumán,0
2020,Córdoba-San Luis,79,4576,4139,90.5,Córdoba,San Luis,0
2020,Schaqui-San Luis,76,4408,4045,91.8,Schaqui,San Luis,0
2020,La Rioja-San Juan,103,5974,4042,67.7,La Rioja,San Juan,0
2020,San Miguel De Tucumán-Jardin America,102,4787,3890,81.3,San Miguel De Tucumán,Jardin America,0
2020,Ciudad Autónoma De Buenos Aires-Termas De Rio Hondo,74,4714,3792,80.4,Ciudad Autónoma De Buenos Aires,Termas De Rio Hondo,1
2020,San Luis-Schaqui,75,4350,3749,86.2,San Luis,Schaqui,0
2020,Salta-Mendoza,78,3306,3748,113.4,Salta,Mendoza,0
2020,Aguas Blancas-San Salvador De Jujuy,91,5644,3688,65.3,Aguas Blancas,San Salvador De Jujuy,0
2020,Jardin America-San Miguel De Tucumán,81,3889,3670,94.4,Jardin America,San Miguel De Tucumán,0
2020,San Miguel De Tucumán-Florencio Varela,64,3762,3576,95.1,San Miguel De Tucumán,Florencio Varela,0
2020,San Luis-Córdoba,77,4459,3491,78.3,San Luis,Córdoba,0
2020,San Miguel De Tucumán-Villa Carlos Paz,70,3907,3475,88.9,San Miguel De Tucumán,Villa Carlos Paz,0
2020,La Plata-San Fernando Del Valle De Catamarca,55,3147,3410,108.4,La Plata,San Fernando Del Valle De Catamarca,0
2020,Florencio Varela-San Miguel De Tucumán,56,3285,3365,102.4,Florencio Varela,San Miguel De Tucumán,0
2020,Mendoza-Salta,78,3304,3266,98.8,Mendoza,Salta,0
2020,Ciudad Autónoma De Buenos Aires-San Luis,88,3712,3219,86.7,Ciudad Autónoma De Buenos Aires,San Luis,0
2020,Santiago Del Estero-San Fernando Del Valle De Catamarca,68,3740,3211,85.9,Santiago Del Estero,San Fernando Del Valle De Catamarca,1
2020,San Fernando Del Valle De Catamarca-La Plata,53,3036,3161,104.1,San Fernando Del Valle De Catamarca,La Plata,0
2020,San Luis-Ciudad Autónoma De Buenos Aires,91,3868,3139,81.2,San Luis,Ciudad Autónoma De Buenos Aires,0
2020,San Rafael-San Luis,70,3904,3126,80.1,San Rafael,San Luis,0
2020,Villa Carlos Paz-San Miguel De Tucumán,62,3458,2903,84.0,Villa Carlos Paz,San Miguel De Tucumán,0
2020,San Fernando Del Valle De Catamarca-Santiago Del Estero,71,3905,2765,70.8,San Fernando Del Valle De Catamarca,Santiago Del Estero,1
2020,San Miguel De Tucumán-San Salvador De Jujuy,50,2945,2550,86.6,San Miguel De Tucumán,San Salvador De Jujuy,0
2020,San Luis-San Rafael,65,3632,2518,69.3,San Luis,San Rafael,0
2020,Santa Maria-San Fernando Del Valle De Catamarca,70,4185,2435,58.2,Santa Maria,San Fernando Del Valle De Catamarca,0
2020,San Fernando Del Valle De Catamarca-Santa Maria,67,4020,2254,56.1,San Fernando Del Valle De Catamarca,Santa Maria,0
2020,San Salvador De Jujuy-San Miguel De Tucumán,49,2868,2132,74.3,San Salvador De Jujuy,San Miguel De Tucumán,0
2019,Santiago Del Estero-San Miguel De Tucumán,8809,483922,263504,54.5,Santiago Del Estero,San Miguel De Tucumán,1
2019,San Miguel De Tucumán-Santiago Del Estero,9062,497582,244197,49.1,San Miguel De Tucumán,Santiago Del Estero,1
2019,San Salvador De Jujuy-Salta,6207,323475,191663,59.3,San Salvador De Jujuy,Salta,0
2019,Salta-San Salvador De Jujuy,6190,322228,182938,56.8,Salta,San Salvador De Jujuy,0
2019,Salta-Salvador Mazza,3565,207155,157500,76.0,Salta,Salvador Mazza,0
2019,Salta-San Miguel De Tucumán,3225,178751,156338,87.5,Salta,San Miguel De Tucumán,0
2019,Salvador Mazza-Salta,3526,204877,151881,74.1,Salvador Mazza,Salta,0
2019,San Miguel De Tucumán-Salta,3344,183805,147755,80.4,San Miguel De Tucumán,Salta,0
2019,Córdoba-San Miguel De Tucumán,2559,133724,114739,85.8,Córdoba,San Miguel De Tucumán,0
2019,San Miguel De Tucumán-Córdoba,2457,128174,113324,88.4,San Miguel De Tucumán,Córdoba,0
2019,Salta-La Quiaca,1773,109281,112631,103.1,Salta,La Quiaca,0
