anio,par_origen_destino,viajes,asientos,pasajeros,load_factor_pct,origen,destino,flag_sde
2019,San Salvador De Jujuy-Rio Gallegos,941,54714,109816,200.7,San Salvador De Jujuy,Rio Gallegos,0
2019,Rio Gallegos-San Salvador De Jujuy,947,54357,108599,199.8,Rio Gallegos,San Salvador De Jujuy,0
2019,La Quiaca-Salta,1841,113124,104778,92.6,La Quiaca,Salta,0
2019,San Salvador De Jujuy-Ciudad Autónoma De Buenos Aires,1915,101894,102205,100.3,San Salvador De Jujuy,Ciudad Autónoma De Buenos Aires,0
2019,Salta-Aguas Blancas,2478,144163,101048,70.1,Salta,Aguas Blancas,0
2019,Ciudad Autónoma De Buenos Aires-San Salvador De Jujuy,1932,102294,100498,98.2,Ciudad Autónoma De Buenos Aires,San Salvador De Jujuy,0
2019,Aguas Blancas-Salta,2339,137051,95260,69.5,Aguas Blancas,Salta,0
2019,Córdoba-San Fernando Del Valle De Catamarca,2102,113133,81249,71.8,Córdoba,San Fernando Del Valle De Catamarca,0
2019,San Fernando Del Valle De Catamarca-Córdoba,2094,112204,78037,69.5,San Fernando Del Valle De Catamarca,Córdoba,0
2019,Salta-Orán,1713,98432,71969,73.1,Salta,Orán,0
2019,Córdoba-Salta,1735,86042,70222,81.6,Córdoba,Salta,0
2019,Córdoba-La Rioja,1810,98270,68631,69.8,Córdoba,La Rioja,0
2019,La Rioja-Córdoba,1803,97822,66984,68.5,La Rioja,Córdoba,0
2019,Orán-Salta,1732,99447,65201,65.6,Orán,Salta,0
2019,Salta-Córdoba,1703,84076,65082,77.4,Salta,Córdoba,0
2019,Ciudad Autónoma De Buenos Aires-San Fernando Del Valle De Catamarca,1425,62571,56747,90.7,Ciudad Autónoma De Buenos Aires,San Fernando Del Valle De Catamarca,0
2019,Ciudad Autónoma De Buenos Aires-San Miguel De Tucumán,1427,63242,55390,87.6,Ciudad Autónoma De Buenos Aires,San Miguel De Tucumán,0
2019,San Fernando Del Valle De Catamarca-Ciudad Autónoma De Buenos Aires,1379,60945,54337,89.2,San Fernando Del Valle De Catamarca,Ciudad Autónoma De Buenos Aires,0
2019,San Miguel De Tucumán-Ciudad Autónoma De Buenos Aires,1329,58956,54089,91.7,San Miguel De Tucumán,Ciudad Autónoma De Buenos Aires,0
2019,San Salvador De Jujuy-Córdoba,1894,70736,53806,76.1,San Salvador De Jujuy,Córdoba,0
2019,Córdoba-San Salvador De Jujuy,1902,71163,51147,71.9,Córdoba,San Salvador De Jujuy,0
2019,Corrientes-Salta,918,47861,47811,99.9,Corrientes,Salta,0
2019,San Miguel De Tucumán-La Plata,905,53473,46154,86.3,San Miguel De Tucumán,La Plata,0
2019,San Miguel De Tucumán-Cafayate,1292,76912,45559,59.2,San Miguel De Tucumán,Cafayate,0
2019,Salta-Corrientes,906,47149,44645,94.7,Salta,Corrientes,0
2019,San Miguel De Tucumán-Mar Del Plata,955,55746,44174,79.2,San Miguel De Tucumán,Mar Del Plata,0
2019,San Salvador De Jujuy-Esquel,437,25775,43427,168.5,San Salvador De Jujuy,Esquel,0
2019,La Plata-San Miguel De Tucumán,879,52063,42578,81.8,La Plata,San Miguel De Tucumán,0
2019,San Salvador De Jujuy-Mendoza,574,32827,40855,124.5,San Salvador De Jujuy,Mendoza,0
2019,San Fernando Del Valle De Catamarca-Belen,966,56830,40102,70.6,San Fernando Del Valle De Catamarca,Belen,0
2019,Belen-San Fernando Del Valle De Catamarca,931,54979,39174,71.3,Belen,San Fernando Del Valle De Catamarca,0
2019,Ciudad Autónoma De Buenos Aires-La Rioja,857,39278,38555,98.2,Ciudad Autónoma De Buenos Aires,La Rioja,0
2019,Mendoza-San Salvador De Jujuy,571,32651,37443,114.7,Mendoza,San Salvador De Jujuy,0
2019,La Rioja-Ciudad Autónoma De Buenos Aires,817,38198,36651,96.0,La Rioja,Ciudad Autónoma De Buenos Aires,0
2019,Ciudad Autónoma De Buenos Aires-Salta,714,40583,35735,88.1,Ciudad Autónoma De Buenos Aires,Salta,0
2019,Esquel-San Salvador De Jujuy,426,25134,35669,141.9,Esquel,San Salvador De Jujuy,0
2019,Mar Del Plata-San Miguel De Tucumán,758,44074,33124,75.2,Mar Del Plata,San Miguel De Tucumán,0
2019,San Jose-San Miguel De Tucumán,1140,68325,31879,46.7,San Jose,San Miguel De Tucumán,0
2019,San Miguel De Tucumán-San Jose,958,57465,30823,53.6,San Miguel De Tucumán,San Jose,0
2019,San Miguel De Tucumán-Mendoza,342,18966,30022,158.3,San Miguel De Tucumán,Mendoza,0
2019,Salta-Ciudad Autónoma De Buenos Aires,564,31907,29555,92.6,Salta,Ciudad Autónoma De Buenos Aires,0
2019,San Fernando Del Valle De Catamarca-Frias,908,40067,28443,71.0,San Fernando Del Valle De Catamarca,Frias,0
2019,San Miguel De Tucumán-Posadas,486,28415,28271,99.5,San Miguel De Tucumán,Posadas,0
2019,San Miguel De Tucumán-La Banda,705,40110,27586,68.8,San Miguel De Tucumán,La Banda,0
2019,San Fernando Del Valle De Catamarca-Fiambala,651,36790,27349,74.3,San Fernando Del Valle De Catamarca,Fiambala,0
2019,San Miguel De Tucumán-San Fernando Del Valle De Catamarca,1081,62376,26951,43.2,San Miguel De Tucumán,San Fernando Del Valle De Catamarca,0
2019,La Rioja-San Miguel De Tucumán,670,40159,26715,66.5,La Rioja,San Miguel De Tucumán,0
2019,La Banda-San Miguel De Tucumán,969,54046,26401,48.8,La Banda,San Miguel De Tucumán,0
2019,Fiambala-San Fernando Del Valle De Catamarca,757,41957,26180,62.4,Fiambala,San Fernando Del Valle De Catamarca,0
2019,San Miguel De Tucumán-Salvador Mazza,362,20748,25921,124.9,San Miguel De Tucumán,Salvador Mazza,0
2019,Salta-Tartagal,571,27582,25027,90.7,Salta,Tartagal,0
2019,Posadas-San Miguel De Tucumán,489,28563,24751,86.7,Posadas,San Miguel De Tucumán,0
2019,Frias-San Fernando Del Valle De Catamarca,895,39479,24492,62.0,Frias,San Fernando Del Valle De Catamarca,0
2019,San Fernando Del Valle De Catamarca-San Miguel De Tucumán,1069,61797,24461,39.6,San Fernando Del Valle De Catamarca,San Miguel De Tucumán,0
2019,San Miguel De Tucumán-La Rioja,672,40305,23705,58.8,San Miguel De Tucumán,La Rioja,0
2019,La Rioja-Salvador Mazza,332,19053,23510,123.4,La Rioja,Salvador Mazza,0
2019,Cafayate-San Miguel De Tucumán,900,53719,23427,43.6,Cafayate,San Miguel De Tucumán,0
2019,Salta-Clorinda,351,20474,22958,112.1,Salta,Clorinda,0
2019,Paraná-San Miguel De Tucumán,376,20919,22839,109.2,Paraná,San Miguel De Tucumán,0
2019,Tartagal-Salta,534,25703,22035,85.7,Tartagal,Salta,0
2019,Salta-Paraná,370,21394,21962,102.7,Salta,Paraná,0
2019,Salta-Formosa,392,22423,21857,97.5,Salta,Formosa,0
2019,San Miguel De Tucumán-Paraná,373,20844,21605,103.7,San Miguel De Tucumán,Paraná,0
2019,Salvador Mazza-San Miguel De Tucumán,361,20725,20864,100.7,Salvador Mazza,San Miguel De Tucumán,0
2019,Mendoza-San Miguel De Tucumán,339,18882,20616,109.2,Mendoza,San Miguel De Tucumán,0
2019,San Salvador De Jujuy-Rawson,336,19098,20415,106.9,San Salvador De Jujuy,Rawson,0
2019,Paraná-Salta,351,20329,20191,99.3,Paraná,Salta,0
2019,Clorinda-Salta,352,20496,19708,96.2,Clorinda,Salta,0
2019,Salvador Mazza-La Rioja,330,18950,19702,104.0,Salvador Mazza,La Rioja,0
2019,Rawson-San Salvador De Jujuy,340,19291,19482,101.0,Rawson,San Salvador De Jujuy,0
2019,Salta-Avellaneda,285,16322,19464,119.3,Salta,Avellaneda,0
2019,Formosa-Salta,380,21739,18566,85.4,Formosa,Salta,0
2019,Salvador Mazza-San Salvador De Jujuy,383,23658,18037,76.2,Salvador Mazza,San Salvador De Jujuy,0
2019,San Salvador De Jujuy-Aguas Blancas,352,21826,18035,82.6,San Salvador De Jujuy,Aguas Blancas,0
2019,Córdoba-San Luis,351,20025,16319,81.5,Córdoba,San Luis,0
2019,Avellaneda-Salta,284,16205,16032,98.9,Avellaneda,Salta,0
2019,San Miguel De Tucumán-Neuquén,313,13200,15904,120.5,San Miguel De Tucumán,Neuquén,0
2019,San Luis-Ciudad Autónoma De Buenos Aires,533,20280,15258,75.2,San Luis,Ciudad Autónoma De Buenos Aires,0
2019,San Salvador De Jujuy-Salvador Mazza,379,23445,15204,64.8,San Salvador De Jujuy,Salvador Mazza,0
2019,La Rioja-San Juan,433,25075,15064,60.1,La Rioja,San Juan,0
2019,San Miguel De Tucumán-Florencio Varela,339,20209,14261,70.6,San Miguel De Tucumán,Florencio Varela,0
2019,Salta-Mendoza,333,14259,13579,95.2,Salta,Mendoza,0
2019,Neuquén-San Miguel De Tucumán,322,13524,13346,98.7,Neuquén,San Miguel De Tucumán,0
2019,Florencio Varela-San Miguel De Tucumán,342,20391,13193,64.7,Florencio Varela,San Miguel De Tucumán,0
2019,Aguas Blancas-San Salvador De Jujuy,351,21766,13068,60.0,Aguas Blancas,San Salvador De Jujuy,0
2019,Jardin America-San Miguel De Tucumán,456,21741,13010,59.8,Jardin America,San Miguel De Tucumán,0
2019,Mendoza-Salta,325,13870,12992,93.7,Mendoza,Salta,0
2019,Salta-Humahuaca,751,15111,12906,85.4,Salta,Humahuaca,0
2019,Ciudad Autónoma De Buenos Aires-San Luis,510,18698,12748,68.2,Ciudad Autónoma De Buenos Aires,San Luis,0
2019,San Miguel De Tucumán-Jardin America,451,21587,12603,58.4,San Miguel De Tucumán,Jardin America,0
2019,San Luis-Córdoba,304,17398,12254,70.4,San Luis,Córdoba,0
2019,San Luis-Schaqui,314,18212,12248,67.3,San Luis,Schaqui,0
2019,Termas De Rio Hondo-Ciudad Autónoma De Buenos Aires,292,17718,12195,68.8,Termas De Rio Hondo,Ciudad Autónoma De Buenos Aires,1
2019,La Plata-San Fernando Del Valle De Catamarca,242,14016,11936,85.2,La Plata,San Fernando Del Valle De Catamarca,0
2019,Salta-Salinas Grandes,627,12580,11411,90.7,Salta,Salinas Grandes,0
2019,Ciudad Autónoma De Buenos Aires-Termas De Rio Hondo,298,18084,11095,61.4,Ciudad Autónoma De Buenos Aires,Termas De Rio Hondo,1
2019,Schaqui-San Luis,314,18212,11013,60.5,Schaqui,San Luis,0
2019,San Fernando Del Valle De Catamarca-Santiago Del Estero,296,17568,10632,60.5,San Fernando Del Valle De Catamarca,Santiago Del Estero,1
2019,Santiago Del Estero-San Fernando Del Valle De Catamarca,293,17450,10619,60.9,Santiago Del Estero,San Fernando Del Valle De Catamarca,1
2019,San Miguel De Tucumán-San Salvador De Jujuy,219,12601,10267,81.5,San Miguel De Tucumán,San Salvador De Jujuy,0
2019,Salta-Caba,183,10661,10081,94.6,Salta,Caba,0
2019,San Salvador De Jujuy-Caba,184,10187,9721,95.4,San Salvador De Jujuy,Caba,0
2019,San Fernando Del Valle De Catamarca-La Plata,225,13044,9682,74.2,San Fernando Del Valle De Catamarca,La Plata,0
2019,Santa Maria-San Fernando Del Valle De Catamarca,258,15435,8827,57.2,Santa Maria,San Fernando Del Valle De Catamarca,0
2019,San Fernando Del Valle De Catamarca-Santa Maria,291,17445,7983,45.8,San Fernando Del Valle De Catamarca,Santa Maria,0
2019,San Salvador De Jujuy-San Miguel De Tucumán,218,12167,7676,63.1,San Salvador De Jujuy,San Miguel De Tucumán,0
2019,Salta-La Plata,142,7231,6660,92.1,Salta,La Plata,0
2019,Caba-San Salvador De Jujuy,110,6253,5755,92.0,Caba,San Salvador De Jujuy,0
2019,La Plata-Salta,142,7147,5626,78.7,La Plata,Salta,0
2019,Santiago Del Estero-Mar Del Plata,86,5154,4018,78.0,Santiago Del Estero,Mar Del Plata,1
2019,San Miguel De Tucumán-Villa Carlos Paz,83,4551,3780,83.1,San Miguel De Tucumán,Villa Carlos Paz,0
2019,Santa Maria-Salta,179,8049,3076,38.2,Santa Maria,Salta,0
2019,San Salvador De Jujuy-Mar Del Plata,50,2999,2961,98.7,San Salvador De Jujuy,Mar Del Plata,0
2019,San Miguel De Tucumán-Rio Negro,55,3180,2862,90.0,San Miguel De Tucumán,Rio Negro,0
2019,Santiago Del Estero-Ciudad Autónoma De Buenos Aires,76,4015,2685,66.9,Santiago Del Estero,Ciudad Autónoma De Buenos Aires,1
2019,San Miguel De Tucumán-San Jose Del Boqueron,229,12000,2524,21.0,San Miguel De Tucumán,San Jose Del Boqueron,0
2019,Caba-Salta,48,2773,2491,89.8,Caba,Salta,0
2019,Santiago Del Estero-Ingeniero Budge,76,4369,2213,50.7,Santiago Del Estero,Ingeniero Budge,1
2019,Ingeniero Budge-Santiago Del Estero,74,4305,2104,48.9,Ingeniero Budge,Santiago Del Estero,1
2019,San Miguel De Tucumán-Aguas Blancas,64,3814,2018,52.9,San Miguel De Tucumán,Aguas Blancas,0
2019,San Rafael-San Luis,51,2877,1769,61.5,San Rafael,San Luis,0
2019,Santiago Del Estero-Aguas Blancas,55,3231,1765,54.6,Santiago Del Estero,Aguas Blancas,1
2019,San Miguel De Tucumán-Termas De Rio Hondo,72,1941,1121,57.8,San Miguel De Tucumán,Termas De Rio Hondo,1
2019,Termas De Rio Hondo-San Miguel De Tucumán,65,1758,976,55.5,Termas De Rio Hondo,San Miguel De Tucumán,1
2019,San Miguel De Tucumán-Nueva Esperanza,110,5160,837,16.2,San Miguel De Tucumán,Nueva Esperanza,0
2019,San Miguel De Tucumán-Mina Alumbrera,59,2363,827,35.0,San Miguel De Tucumán,Mina Alumbrera,0
2019,Mina Alumbrera-San Miguel De Tucumán,51,1999,747,37.4,Mina Alumbrera,San Miguel De Tucumán,0
2019,Nueva Esperanza-San Miguel De Tucumán,85,3930,677,17.2,Nueva Esperanza,San Miguel De Tucumán,0
2019,Termas De Rio Hondo-San Miguel,81,1539,603,39.2,Termas De Rio Hondo,San Miguel,1
2019,Salta-Purmamarca,49,964,573,59.4,Salta,Purmamarca,0
