fecha,anio,mes,provincia,empleo_registrado,sector,fuente
2020-12-01,2020,12,Entre Ríos,3403,HyG,SIPA-AFIP
2020-12-01,2020,12,Formosa,495,HyG,SIPA-AFIP
2020-12-01,2020,12,Jujuy,1653,HyG,SIPA-AFIP
2020-12-01,2020,12,La Pampa,979,HyG,SIPA-AFIP
2020-12-01,2020,12,La Rioja,852,HyG,SIPA-AFIP
2020-12-01,2020,12,Mendoza,10691,HyG,SIPA-AFIP
2020-12-01,2020,12,Misiones,3754,HyG,SIPA-AFIP
2020-12-01,2020,12,Neuquén,6247,HyG,SIPA-AFIP
2020-12-01,2020,12,Río Negro,6297,HyG,SIPA-AFIP
2020-12-01,2020,12,Salta,220,HyG,SIPA-AFIP
2020-12-01,2020,12,San Juan,2520,HyG,SIPA-AFIP
2020-12-01,2020,12,San Luis,1663,HyG,SIPA-AFIP
2020-12-01,2020,12,Santa Cruz,3252,HyG,SIPA-AFIP
2020-12-01,2020,12,Santa Fe,13388,HyG,SIPA-AFIP
2020-12-01,2020,12,Santiago del Estero,1728,HyG,SIPA-AFIP
2020-12-01,2020,12,Tierra del Fuego,2384,HyG,SIPA-AFIP
2020-12-01,2020,12,Tucumán,4720,HyG,SIPA-AFIP
2020-11-01,2020,11,Buenos Aires,68126,HyG,SIPA-AFIP
2020-11-01,2020,11,CABA,73414,HyG,SIPA-AFIP
2020-11-01,2020,11,Catamarca,920,HyG,SIPA-AFIP
2020-11-01,2020,11,Chaco,1173,HyG,SIPA-AFIP
2020-11-01,2020,11,Chubut,3062,HyG,SIPA-AFIP
2020-11-01,2020,11,Corrientes,3218,HyG,SIPA-AFIP
2020-11-01,2020,11,Córdoba,16119,HyG,SIPA-AFIP
2020-11-01,2020,11,Entre Ríos,3403,HyG,SIPA-AFIP
2020-11-01,2020,11,Formosa,495,HyG,SIPA-AFIP
2020-11-01,2020,11,Jujuy,1653,HyG,SIPA-AFIP
2020-11-01,2020,11,La Pampa,979,HyG,SIPA-AFIP
2020-11-01,2020,11,La Rioja,852,HyG,SIPA-AFIP
2020-11-01,2020,11,Mendoza,10691,HyG,SIPA-AFIP
2020-11-01,2020,11,Misiones,3754,HyG,SIPA-AFIP
2020-11-01,2020,11,Neuquén,6247,HyG,SIPA-AFIP
2020-11-01,2020,11,Río Negro,6297,HyG,SIPA-AFIP
2020-11-01,2020,11,Salta,220,HyG,SIPA-AFIP
2020-11-01,2020,11,San Juan,2520,HyG,SIPA-AFIP
2020-11-01,2020,11,San Luis,1663,HyG,SIPA-AFIP
2020-11-01,2020,11,Santa Cruz,3252,HyG,SIPA-AFIP
2020-11-01,2020,11,Santa Fe,13388,HyG,SIPA-AFIP
2020-11-01,2020,11,Santiago del Estero,1728,HyG,SIPA-AFIP
2020-11-01,2020,11,Tierra del Fuego,2384,HyG,SIPA-AFIP
2020-11-01,2020,11,Tucumán,4720,HyG,SIPA-AFIP
2020-10-01,2020,10,Buenos Aires,68126,HyG,SIPA-AFIP
2020-10-01,2020,10,CABA,73414,HyG,SIPA-AFIP
2020-10-01,2020,10,Catamarca,920,HyG,SIPA-AFIP
2020-10-01,2020,10,Chaco,1173,HyG,SIPA-AFIP
2020-10-01,2020,10,Chubut,3062,HyG,SIPA-AFIP
2020-10-01,2020,10,Corrientes,3218,HyG,SIPA-AFIP
2020-10-01,2020,10,Córdoba,16119,HyG,SIPA-AFIP
2020-10-01,2020,10,Entre Ríos,3403,HyG,SIPA-AFIP
2020-10-01,2020,10,Formosa,495,HyG,SIPA-AFIP
2020-10-01,2020,10,Jujuy,1653,HyG,SIPA-AFIP
2020-10-01,2020,10,La Pampa,979,HyG,SIPA-AFIP
2020-10-01,2020,10,La Rioja,852,HyG,SIPA-AFIP
2020-10-01,2020,10,Mendoza,10691,HyG,SIPA-AFIP
2020-10-01,2020,10,Misiones,3754,HyG,SIPA-AFIP
2020-10-01,2020,10,Neuquén,6247,HyG,SIPA-AFIP
2020-10-01,2020,10,Río Negro,6297,HyG,SIPA-AFIP
2020-10-01,2020,10,Salta,220,HyG,SIPA-AFIP
2020-10-01,2020,10,San Juan,2520,HyG,SIPA-AFIP
2020-10-01,2020,10,San Luis,1663,HyG,SIPA-AFIP
2020-10-01,2020,10,Santa Cruz,3252,HyG,SIPA-AFIP
2020-10-01,2020,10,Santa Fe,13388,HyG,SIPA-AFIP
2020-10-01,2020,10,Santiago del Estero,1728,HyG,SIPA-AFIP
2020-10-01,2020,10,Tierra del Fuego,2384,HyG,SIPA-AFIP
2020-10-01,2020,10,Tucumán,4720,HyG,SIPA-AFIP
2020-09-01,2020,9,Buenos Aires,68191,HyG,SIPA-AFIP
2020-09-01,2020,9,CABA,75049,HyG,SIPA-AFIP
2020-09-01,2020,9,Catamarca,933,HyG,SIPA-AFIP
2020-09-01,2020,9,Chaco,1212,HyG,SIPA-AFIP
2020-09-01,2020,9,Chubut,3057,HyG,SIPA-AFIP
2020-09-01,2020,9,Corrientes,3239,HyG,SIPA-AFIP
2020-09-01,2020,9,Córdoba,16667,HyG,SIPA-AFIP
2020-09-01,2020,9,Entre Ríos,3365,HyG,SIPA-AFIP
2020-09-01,2020,9,Formosa,595,HyG,SIPA-AFIP
2020-09-01,2020,9,Jujuy,1665,HyG,SIPA-AFIP
2020-09-01,2020,9,La Pampa,992,HyG,SIPA-AFIP
2020-09-01,2020,9,La Rioja,862,HyG,SIPA-AFIP
2020-09-01,2020,9,Mendoza,10808,HyG,SIPA-AFIP
2020-09-01,2020,9,Misiones,3846,HyG,SIPA-AFIP
2020-09-01,2020,9,Neuquén,6154,HyG,SIPA-AFIP
2020-09-01,2020,9,Río Negro,6284,HyG,SIPA-AFIP
2020-09-01,2020,9,Salta,217,HyG,SIPA-AFIP
2020-09-01,2020,9,San Juan,2404,HyG,SIPA-AFIP
2020-09-01,2020,9,San Luis,1712,HyG,SIPA-AFIP
2020-09-01,2020,9,Santa Cruz,3281,HyG,SIPA-AFIP
2020-09-01,2020,9,Santa Fe,13666,HyG,SIPA-AFIP
2020-09-01,2020,9,Santiago del Estero,1796,HyG,SIPA-AFIP
2020-09-01,2020,9,Tierra del Fuego,2364,HyG,SIPA-AFIP
2020-09-01,2020,9,Tucumán,4871,HyG,SIPA-AFIP
2020-08-01,2020,8,Buenos Aires,68191,HyG,SIPA-AFIP
2020-08-01,2020,8,CABA,75049,HyG,SIPA-AFIP
2020-08-01,2020,8,Catamarca,933,HyG,SIPA-AFIP
2020-08-01,2020,8,Chaco,1212,HyG,SIPA-AFIP
2020-08-01,2020,8,Chubut,3057,HyG,SIPA-AFIP
2020-08-01,2020,8,Corrientes,3239,HyG,SIPA-AFIP
2020-08-01,2020,8,Córdoba,16667,HyG,SIPA-AFIP
2020-08-01,2020,8,Entre Ríos,3365,HyG,SIPA-AFIP
2020-08-01,2020,8,Formosa,595,HyG,SIPA-AFIP
2020-08-01,2020,8,Jujuy,1665,HyG,SIPA-AFIP
2020-08-01,2020,8,La Pampa,992,HyG,SIPA-AFIP
2020-08-01,2020,8,La Rioja,862,HyG,SIPA-AFIP
2020-08-01,2020,8,Mendoza,10808,HyG,SIPA-AFIP
2020-08-01,2020,8,Misiones,3846,HyG,SIPA-AFIP
2020-08-01,2020,8,Neuquén,6154,HyG,SIPA-AFIP
2020-08-01,2020,8,Río Negro,6284,HyG,SIPA-AFIP
2020-08-01,2020,8,Salta,217,HyG,SIPA-AFIP
2020-08-01,2020,8,San Juan,2404,HyG,SIPA-AFIP
2020-08-01,2020,8,San Luis,1712,HyG,SIPA-AFIP
2020-08-01,2020,8,Santa Cruz,3281,HyG,SIPA-AFIP
2020-08-01,2020,8,Santa Fe,13666,HyG,SIPA-AFIP
2020-08-01,2020,8,Santiago del Estero,1796,HyG,SIPA-AFIP
2020-08-01,2020,8,Tierra del Fuego,2364,HyG,SIPA-AFIP
2020-08-01,2020,8,Tucumán,4871,HyG,SIPA-AFIP
2020-07-01,2020,7,Buenos Aires,68191,HyG,SIPA-AFIP
2020-07-01,2020,7,CABA,75049,HyG,SIPA-AFIP
2020-07-01,2020,7,Catamarca,933,HyG,SIPA-AFIP
2020-07-01,2020,7,Chaco,1212,HyG,SIPA-AFIP
2020-07-01,2020,7,Chubut,3057,HyG,SIPA-AFIP
2020-07-01,2020,7,Corrientes,3239,HyG,SIPA-AFIP
2020-07-01,2020,7,Córdoba,16667,HyG,SIPA-AFIP
2020-07-01,2020,7,Entre Ríos,3365,HyG,SIPA-AFIP
2020-07-01,2020,7,Formosa,595,HyG,SIPA-AFIP
2020-07-01,2020,7,Jujuy,1665,HyG,SIPA-AFIP
2020-07-01,2020,7,La Pampa,992,HyG,SIPA-AFIP
2020-07-01,2020,7,La Rioja,862,HyG,SIPA-AFIP
2020-07-01,2020,7,Mendoza,10808,HyG,SIPA-AFIP
2020-07-01,2020,7,Misiones,3846,HyG,SIPA-AFIP
2020-07-01,2020,7,Neuquén,6154,HyG,SIPA-AFIP
2020-07-01,2020,7,Río Negro,6284,HyG,SIPA-AFIP
2020-07-01,2020,7,Salta,217,HyG,SIPA-AFIP
2020-07-01,2020,7,San Juan,2404,HyG,SIPA-AFIP
2020-07-01,2020,7,San Luis,1712,HyG,SIPA-AFIP
2020-07-01,2020,7,Santa Cruz,3281,HyG,SIPA-AFIP
2020-07-01,2020,7,Santa Fe,13666,HyG,SIPA-AFIP
2020-07-01,2020,7,Santiago del Estero,1796,HyG,SIPA-AFIP
2020-07-01,2020,7,Tierra del Fuego,2364,HyG,SIPA-AFIP
2020-07-01,2020,7,Tucumán,4871,HyG,SIPA-AFIP
2020-06-01,2020,6,Buenos Aires,71468,HyG,SIPA-AFIP
2020-06-01,2020,6,CABA,78631,HyG,SIPA-AFIP
2020-06-01,2020,6,Catamarca,1004,HyG,SIPA-AFIP
2020-06-01,2020,6,Chaco,1317,HyG,SIPA-AFIP
2020-06-01,2020,6,Chubut,3332,HyG,SIPA-AFIP
2020-06-01,2020,6,Corrientes,3345,HyG,SIPA-AFIP
2020-06-01,2020,6,Córdoba,17616,HyG,SIPA-AFIP
2020-06-01,2020,6,Entre Ríos,3598,HyG,SIPA-AFIP
2020-06-01,2020,6,Formosa,654,HyG,SIPA-AFIP
2020-06-01,2020,6,Jujuy,1720,HyG,SIPA-AFIP
2020-06-01,2020,6,La Pampa,1065,HyG,SIPA-AFIP
2020-06-01,2020,6,La Rioja,909,HyG,SIPA-AFIP
2020-06-01,2020,6,Mendoza,11302,HyG,SIPA-AFIP
2020-06-01,2020,6,Misiones,3986,HyG,SIPA-AFIP
2020-06-01,2020,6,Neuquén,6412,HyG,SIPA-AFIP
2020-06-01,2020,6,Río Negro,6521,HyG,SIPA-AFIP
2020-06-01,2020,6,Salta,218,HyG,SIPA-AFIP
2020-06-01,2020,6,San Juan,2559,HyG,SIPA-AFIP
2020-06-01,2020,6,San Luis,1831,HyG,SIPA-AFIP
2020-06-01,2020,6,Santa Cruz,3376,HyG,SIPA-AFIP
2020-06-01,2020,6,Santa Fe,14484,HyG,SIPA-AFIP
2020-06-01,2020,6,Santiago del Estero,1894,HyG,SIPA-AFIP
2020-06-01,2020,6,Tierra del Fuego,2391,HyG,SIPA-AFIP
2020-06-01,2020,6,Tucumán,5201,HyG,SIPA-AFIP
2020-05-01,2020,5,Buenos Aires,71468,HyG,SIPA-AFIP
2020-05-01,2020,5,CABA,78631,HyG,SIPA-AFIP
2020-05-01,2020,5,Catamarca,1004,HyG,SIPA-AFIP
2020-05-01,2020,5,Chaco,1317,HyG,SIPA-AFIP
2020-05-01,2020,5,Chubut,3332,HyG,SIPA-AFIP
2020-05-01,2020,5,Corrientes,3345,HyG,SIPA-AFIP
2020-05-01,2020,5,Córdoba,17616,HyG,SIPA-AFIP
2020-05-01,2020,5,Entre Ríos,3598,HyG,SIPA-AFIP
2020-05-01,2020,5,Formosa,654,HyG,SIPA-AFIP
2020-05-01,2020,5,Jujuy,1720,HyG,SIPA-AFIP
2020-05-01,2020,5,La Pampa,1065,HyG,SIPA-AFIP
2020-05-01,2020,5,La Rioja,909,HyG,SIPA-AFIP
2020-05-01,2020,5,Mendoza,11302,HyG,SIPA-AFIP
2020-05-01,2020,5,Misiones,3986,HyG,SIPA-AFIP
2020-05-01,2020,5,Neuquén,6412,HyG,SIPA-AFIP
2020-05-01,2020,5,Río Negro,6521,HyG,SIPA-AFIP
2020-05-01,2020,5,Salta,218,HyG,SIPA-AFIP
2020-05-01,2020,5,San Juan,2559,HyG,SIPA-AFIP
2020-05-01,2020,5,San Luis,1831,HyG,SIPA-AFIP
2020-05-01,2020,5,Santa Cruz,3376,HyG,SIPA-AFIP
2020-05-01,2020,5,Santa Fe,14484,HyG,SIPA-AFIP
2020-05-01,2020,5,Santiago del Estero,1894,HyG,SIPA-AFIP
2020-05-01,2020,5,Tierra del Fuego,2391,HyG,SIPA-AFIP
2020-05-01,2020,5,Tucumán,5201,HyG,SIPA-AFIP
2020-04-01,2020,4,Buenos Aires,71468,HyG,SIPA-AFIP
2020-04-01,2020,4,CABA,78631,HyG,SIPA-AFIP
2020-04-01,2020,4,Catamarca,1004,HyG,SIPA-AFIP
2020-04-01,2020,4,Chaco,1317,HyG,SIPA-AFIP
2020-04-01,2020,4,Chubut,3332,HyG,SIPA-AFIP
2020-04-01,2020,4,Corrientes,3345,HyG,SIPA-AFIP
2020-04-01,2020,4,Córdoba,17616,HyG,SIPA-AFIP
2020-04-01,2020,4,Entre Ríos,3598,HyG,SIPA-AFIP
2020-04-01,2020,4,Formosa,654,HyG,SIPA-AFIP
2020-04-01,2020,4,Jujuy,1720,HyG,SIPA-AFIP
2020-04-01,2020,4,La Pampa,1065,HyG,SIPA-AFIP
2020-04-01,2020,4,La Rioja,909,HyG,SIPA-AFIP
2020-04-01,2020,4,Mendoza,11302,HyG,SIPA-AFIP
2020-04-01,2020,4,Misiones,3986,HyG,SIPA-AFIP
2020-04-01,2020,4,Neuquén,6412,HyG,SIPA-AFIP
2020-04-01,2020,4,Río Negro,6521,HyG,SIPA-AFIP
2020-04-01,2020,4,Salta,218,HyG,SIPA-AFIP
2020-04-01,2020,4,San Juan,2559,HyG,SIPA-AFIP
2020-04-01,2020,4,San Luis,1831,HyG,SIPA-AFIP
2020-04-01,2020,4,Santa Cruz,3376,HyG,SIPA-AFIP
2020-04-01,2020,4,Santa Fe,14484,HyG,SIPA-AFIP
2020-04-01,2020,4,Santiago del Estero,1894,HyG,SIPA-AFIP
2020-04-01,2020,4,Tierra del Fuego,2391,HyG,SIPA-AFIP
2020-04-01,2020,4,Tucumán,5201,HyG,SIPA-AFIP
2020-03-01,2020,3,Buenos Aires,89064,HyG,SIPA-AFIP
2020-03-01,2020,3,CABA,89310,HyG,SIPA-AFIP
2020-03-01,2020,3,Catamarca,1111,HyG,SIPA-AFIP
2020-03-01,2020,3,Chaco,1444,HyG,SIPA-AFIP
2020-03-01,2020,3,Chubut,3897,HyG,SIPA-AFIP
2020-03-01,2020,3,Corrientes,3669,HyG,SIPA-AFIP
2020-03-01,2020,3,Córdoba,23094,HyG,SIPA-AFIP
2020-03-01,2020,3,Entre Ríos,4229,HyG,SIPA-AFIP
2020-03-01,2020,3,Formosa,669,HyG,SIPA-AFIP
2020-03-01,2020,3,Jujuy,1879,HyG,SIPA-AFIP
2020-03-01,2020,3,La Pampa,1138,HyG,SIPA-AFIP
2020-03-01,2020,3,La Rioja,1028,HyG,SIPA-AFIP
2020-03-01,2020,3,Mendoza,13123,HyG,SIPA-AFIP
2020-03-01,2020,3,Misiones,4673,HyG,SIPA-AFIP
2020-03-01,2020,3,Neuquén,7827,HyG,SIPA-AFIP
2020-03-01,2020,3,Río Negro,8418,HyG,SIPA-AFIP
2020-03-01,2020,3,Salta,223,HyG,SIPA-AFIP
2020-03-01,2020,3,San Juan,2906,HyG,SIPA-AFIP
2020-03-01,2020,3,San Luis,2365,HyG,SIPA-AFIP
2020-03-01,2020,3,Santa Cruz,4398,HyG,SIPA-AFIP
2020-03-01,2020,3,Santa Fe,16122,HyG,SIPA-AFIP
2020-03-01,2020,3,Santiago del Estero,2123,HyG,SIPA-AFIP
2020-03-01,2020,3,Tierra del Fuego,2774,HyG,SIPA-AFIP
2020-03-01,2020,3,Tucumán,5684,HyG,SIPA-AFIP
2020-02-01,2020,2,Buenos Aires,89064,HyG,SIPA-AFIP
2020-02-01,2020,2,CABA,89310,HyG,SIPA-AFIP
2020-02-01,2020,2,Catamarca,1111,HyG,SIPA-AFIP
2020-02-01,2020,2,Chaco,1444,HyG,SIPA-AFIP
2020-02-01,2020,2,Chubut,3897,HyG,SIPA-AFIP
2020-02-01,2020,2,Corrientes,3669,HyG,SIPA-AFIP
2020-02-01,2020,2,Córdoba,23094,HyG,SIPA-AFIP
2020-02-01,2020,2,Entre Ríos,4229,HyG,SIPA-AFIP
2020-02-01,2020,2,Formosa,669,HyG,SIPA-AFIP
2020-02-01,2020,2,Jujuy,1879,HyG,SIPA-AFIP
2020-02-01,2020,2,La Pampa,1138,HyG,SIPA-AFIP
2020-02-01,2020,2,La Rioja,1028,HyG,SIPA-AFIP
2020-02-01,2020,2,Mendoza,13123,HyG,SIPA-AFIP
2020-02-01,2020,2,Misiones,4673,HyG,SIPA-AFIP
2020-02-01,2020,2,Neuquén,7827,HyG,SIPA-AFIP
2020-02-01,2020,2,Río Negro,8418,HyG,SIPA-AFIP
2020-02-01,2020,2,Salta,223,HyG,SIPA-AFIP
2020-02-01,2020,2,San Juan,2906,HyG,SIPA-AFIP
2020-02-01,2020,2,San Luis,2365,HyG,SIPA-AFIP
2020-02-01,2020,2,Santa Cruz,4398,HyG,SIPA-AFIP
2020-02-01,2020,2,Santa Fe,16122,HyG,SIPA-AFIP
2020-02-01,2020,2,Santiago del Estero,2123,HyG,SIPA-AFIP
2020-02-01,2020,2,Tierra del Fuego,2774,HyG,SIPA-AFIP
2020-02-01,2020,2,Tucumán,5684,HyG,SIPA-AFIP
2020-01-01,2020,1,Buenos Aires,89064,HyG,SIPA-AFIP
2020-01-01,2020,1,CABA,89310,HyG,SIPA-AFIP
2020-01-01,2020,1,Catamarca,1111,HyG,SIPA-AFIP
2020-01-01,2020,1,Chaco,1444,HyG,SIPA-AFIP
2020-01-01,2020,1,Chubut,3897,HyG,SIPA-AFIP
2020-01-01,2020,1,Corrientes,3669,HyG,SIPA-AFIP
2020-01-01,2020,1,Córdoba,23094,HyG,SIPA-AFIP
2020-01-01,2020,1,Entre Ríos,4229,HyG,SIPA-AFIP
2020-01-01,2020,1,Formosa,669,HyG,SIPA-AFIP
2020-01-01,2020,1,Jujuy,1879,HyG,SIPA-AFIP
2020-01-01,2020,1,La Pampa,1138,HyG,SIPA-AFIP
2020-01-01,2020,1,La Rioja,1028,HyG,SIPA-AFIP
2020-01-01,2020,1,Mendoza,13123,HyG,SIPA-AFIP
2020-01-01,2020,1,Misiones,4673,HyG,SIPA-AFIP
2020-01-01,2020,1,Neuquén,7827,HyG,SIPA-AFIP
2020-01-01,2020,1,Río Negro,8418,HyG,SIPA-AFIP
2020-01-01,2020,1,Salta,223,HyG,SIPA-AFIP
2020-01-01,2020,1,San Juan,2906,HyG,SIPA-AFIP
2020-01-01,2020,1,San Luis,2365,HyG,SIPA-AFIP
2020-01-01,2020,1,Santa Cruz,4398,HyG,SIPA-AFIP
2020-01-01,2020,1,Santa Fe,16122,HyG,SIPA-AFIP
2020-01-01,2020,1,Santiago del Estero,2123,HyG,SIPA-AFIP
2020-01-01,2020,1,Tierra del Fuego,2774,HyG,SIPA-AFIP
2020-01-01,2020,1,Tucumán,5684,HyG,SIPA-AFIP
2019-12-01,2019,12,Buenos Aires,81658,HyG,SIPA-AFIP
2019-12-01,2019,12,CABA,90981,HyG,SIPA-AFIP
2019-12-01,2019,12,Catamarca,1105,HyG,SIPA-AFIP
2019-12-01,2019,12,Chaco,1457,HyG,SIPA-AFIP
2019-12-01,2019,12,Chubut,3766,HyG,SIPA-AFIP
2019-12-01,2019,12,Corrientes,3825,HyG,SIPA-AFIP
2019-12-01,2019,12,Córdoba,20255,HyG,SIPA-AFIP
2019-12-01,2019,12,Entre Ríos,3972,HyG,SIPA-AFIP
2019-12-01,2019,12,Formosa,676,HyG,SIPA-AFIP
2019-12-01,2019,12,Jujuy,1911,HyG,SIPA-AFIP
2019-12-01,2019,12,La Pampa,1194,HyG,SIPA-AFIP
2019-12-01,2019,12,La Rioja,982,HyG,SIPA-AFIP
2019-12-01,2019,12,Mendoza,12836,HyG,SIPA-AFIP
2019-12-01,2019,12,Misiones,4589,HyG,SIPA-AFIP
2019-12-01,2019,12,Neuquén,7255,HyG,SIPA-AFIP
2019-12-01,2019,12,Río Negro,7664,HyG,SIPA-AFIP
2019-12-01,2019,12,Salta,219,HyG,SIPA-AFIP
2019-12-01,2019,12,San Juan,2909,HyG,SIPA-AFIP
2019-12-01,2019,12,San Luis,2155,HyG,SIPA-AFIP
2019-12-01,2019,12,Santa Cruz,4311,HyG,SIPA-AFIP
2019-12-01,2019,12,Santa Fe,16656,HyG,SIPA-AFIP
2019-12-01,2019,12,Santiago del Estero,2186,HyG,SIPA-AFIP
2019-12-01,2019,12,Tierra del Fuego,2777,HyG,SIPA-AFIP
2019-12-01,2019,12,Tucumán,5844,HyG,SIPA-AFIP
2019-11-01,2019,11,Buenos Aires,81658,HyG,SIPA-AFIP
2019-11-01,2019,11,CABA,90981,HyG,SIPA-AFIP
2019-11-01,2019,11,Catamarca,1105,HyG,SIPA-AFIP
2019-11-01,2019,11,Chaco,1457,HyG,SIPA-AFIP
2019-11-01,2019,11,Chubut,3766,HyG,SIPA-AFIP
2019-11-01,2019,11,Corrientes,3825,HyG,SIPA-AFIP
2019-11-01,2019,11,Córdoba,20255,HyG,SIPA-AFIP
2019-11-01,2019,11,Entre Ríos,3972,HyG,SIPA-AFIP
2019-11-01,2019,11,Formosa,676,HyG,SIPA-AFIP
2019-11-01,2019,11,Jujuy,1911,HyG,SIPA-AFIP
2019-11-01,2019,11,La Pampa,1194,HyG,SIPA-AFIP
2019-11-01,2019,11,La Rioja,982,HyG,SIPA-AFIP
2019-11-01,2019,11,Mendoza,12836,HyG,SIPA-AFIP
2019-11-01,2019,11,Misiones,4589,HyG,SIPA-AFIP
2019-11-01,2019,11,Neuquén,7255,HyG,SIPA-AFIP
2019-11-01,2019,11,Río Negro,7664,HyG,SIPA-AFIP
2019-11-01,2019,11,Salta,219,HyG,SIPA-AFIP
2019-11-01,2019,11,San Juan,2909,HyG,SIPA-AFIP
2019-11-01,2019,11,San Luis,2155,HyG,SIPA-AFIP
2019-11-01,2019,11,Santa Cruz,4311,HyG,SIPA-AFIP
2019-11-01,2019,11,Santa Fe,16656,HyG,SIPA-AFIP
2019-11-01,2019,11,Santiago del Estero,2186,HyG,SIPA-AFIP
2019-11-01,2019,11,Tierra del Fuego,2777,HyG,SIPA-AFIP
2019-11-01,2019,11,Tucumán,5844,HyG,SIPA-AFIP
2019-10-01,2019,10,Buenos Aires,81658,HyG,SIPA-AFIP
2019-10-01,2019,10,CABA,90981,HyG,SIPA-AFIP
2019-10-01,2019,10,Catamarca,1105,HyG,SIPA-AFIP
2019-10-01,2019,10,Chaco,1457,HyG,SIPA-AFIP
2019-10-01,2019,10,Chubut,3766,HyG,SIPA-AFIP
2019-10-01,2019,10,Corrientes,3825,HyG,SIPA-AFIP
2019-10-01,2019,10,Córdoba,20255,HyG,SIPA-AFIP
2019-10-01,2019,10,Entre Ríos,3972,HyG,SIPA-AFIP
2019-10-01,2019,10,Formosa,676,HyG,SIPA-AFIP
2019-10-01,2019,10,Jujuy,1911,HyG,SIPA-AFIP
2019-10-01,2019,10,La Pampa,1194,HyG,SIPA-AFIP
2019-10-01,2019,10,La Rioja,982,HyG,SIPA-AFIP
2019-10-01,2019,10,Mendoza,12836,HyG,SIPA-AFIP
2019-10-01,2019,10,Misiones,4589,HyG,SIPA-AFIP
2019-10-01,2019,10,Neuquén,7255,HyG,SIPA-AFIP
2019-10-01,2019,10,Río Negro,7664,HyG,SIPA-AFIP
2019-10-01,2019,10,Salta,219,HyG,SIPA-AFIP
2019-10-01,2019,10,San Juan,2909,HyG,SIPA-AFIP
2019-10-01,2019,10,San Luis,2155,HyG,SIPA-AFIP
2019-10-01,2019,10,Santa Cruz,4311,HyG,SIPA-AFIP
2019-10-01,2019,10,Santa Fe,16656,HyG,SIPA-AFIP
2019-10-01,2019,10,Santiago del Estero,2186,HyG,SIPA-AFIP
2019-10-01,2019,10,Tierra del Fuego,2777,HyG,SIPA-AFIP
2019-10-01,2019,10,Tucumán,5844,HyG,SIPA-AFIP
2019-09-01,2019,9,Buenos Aires,79034,HyG,SIPA-AFIP
2019-09-01,2019,9,CABA,89954,HyG,SIPA-AFIP
2019-09-01,2019,9,Catamarca,1115,HyG,SIPA-AFIP
2019-09-01,2019,9,Chaco,1502,HyG,SIPA-AFIP
2019-09-01,2019,9,Chubut,3555,HyG,SIPA-AFIP
2019-09-01,2019,9,Corrientes,3698,HyG,SIPA-AFIP
2019-09-01,2019,9,Córdoba,19347,HyG,SIPA-AFIP
2019-09-01,2019,9,Entre Ríos,3768,HyG,SIPA-AFIP
2019-09-01,2019,9,Formosa,685,HyG,SIPA-AFIP
2019-09-01,2019,9,Jujuy,1936,HyG,SIPA-AFIP
2019-09-01,2019,9,La Pampa,1138,HyG,SIPA-AFIP
2019-09-01,2019,9,La Rioja,976,HyG,SIPA-AFIP
2019-09-01,2019,9,Mendoza,13173,HyG,SIPA-AFIP
2019-09-01,2019,9,Misiones,4452,HyG,SIPA-AFIP
2019-09-01,2019,9,Neuquén,7189,HyG,SIPA-AFIP
2019-09-01,2019,9,Río Negro,7806,HyG,SIPA-AFIP
2019-09-01,2019,9,Salta,222,HyG,SIPA-AFIP
2019-09-01,2019,9,San Juan,2826,HyG,SIPA-AFIP
2019-09-01,2019,9,San Luis,2195,HyG,SIPA-AFIP
2019-09-01,2019,9,Santa Cruz,3477,HyG,SIPA-AFIP
2019-09-01,2019,9,Santa Fe,16312,HyG,SIPA-AFIP
2019-09-01,2019,9,Santiago del Estero,2744,HyG,SIPA-AFIP
2019-09-01,2019,9,Tierra del Fuego,2647,HyG,SIPA-AFIP
2019-09-01,2019,9,Tucumán,5769,HyG,SIPA-AFIP
2019-08-01,2019,8,Buenos Aires,79034,HyG,SIPA-AFIP
2019-08-01,2019,8,CABA,89954,HyG,SIPA-AFIP
2019-08-01,2019,8,Catamarca,1115,HyG,SIPA-AFIP
2019-08-01,2019,8,Chaco,1502,HyG,SIPA-AFIP
2019-08-01,2019,8,Chubut,3555,HyG,SIPA-AFIP
2019-08-01,2019,8,Corrientes,3698,HyG,SIPA-AFIP
2019-08-01,2019,8,Córdoba,19347,HyG,SIPA-AFIP
2019-08-01,2019,8,Entre Ríos,3768,HyG,SIPA-AFIP
2019-08-01,2019,8,Formosa,685,HyG,SIPA-AFIP
2019-08-01,2019,8,Jujuy,1936,HyG,SIPA-AFIP
2019-08-01,2019,8,La Pampa,1138,HyG,SIPA-AFIP
2019-08-01,2019,8,La Rioja,976,HyG,SIPA-AFIP
2019-08-01,2019,8,Mendoza,13173,HyG,SIPA-AFIP
2019-08-01,2019,8,Misiones,4452,HyG,SIPA-AFIP
2019-08-01,2019,8,Neuquén,7189,HyG,SIPA-AFIP
2019-08-01,2019,8,Río Negro,7806,HyG,SIPA-AFIP
2019-08-01,2019,8,Salta,222,HyG,SIPA-AFIP
2019-08-01,2019,8,San Juan,2826,HyG,SIPA-AFIP
2019-08-01,2019,8,San Luis,2195,HyG,SIPA-AFIP
2019-08-01,2019,8,Santa Cruz,3477,HyG,SIPA-AFIP
2019-08-01,2019,8,Santa Fe,16312,HyG,SIPA-AFIP
