date,market_id,name,market_score,revenue,adr,revpar,occupancy_rate,available_listings,booked_listings,days_available,days_booked,listing_count,days_avg,lead_time_0_6,lead_time_7_14,lead_time_15_30,lead_time_31_60,lead_time_61_90,lead_time_91_None
2024-09,89962,Colonia Caroya,53.798,315.8571428571428,0.0,14.55,20.25,0,4,104,16,7.0,4.47,8.0,2.0,2.0,1.0,1.0,1.0
2024-09,89963,Rosario,97.674,493.4252136752137,18.7,17.75,61.96,32,452,5936,7712,1001.0,5.57,1316.0,569.0,483.0,361.0,89.0,109.0
2024-09,89966,Bahia Blanca,97.943,521.7386363636364,21.52,17.68,56.68,10,82,1301,1413,202.0,3.58,331.0,127.0,145.0,61.0,19.0,16.0
2024-09,89967,Tandil,75.122,563.4299363057324,29.67,21.7,40.64,14,159,3303,1740,337.0,4.16,245.0,132.0,161.0,157.0,70.0,48.0
2024-09,89968,Neuquen,94.115,729.4947916666666,32.65,25.6,53.99,8,86,1400,1271,219.0,4.49,333.0,97.0,102.0,82.0,35.0,26.0
2024-09,89970,Resistencia,93.16,378.9811320754717,21.82,13.81,51.7,1,51,806,685,113.0,3.78,184.0,75.0,56.0,34.0,20.0,27.0
2024-09,89971,San Miguel de Tucuman,93.751,381.8895027624309,17.69,13.06,51.97,20,146,2621,2194,415.0,5.51,566.0,162.0,154.0,109.0,34.0,42.0
2024-09,89972,La Cumbre,53.48,726.047619047619,20.42,29.38,34.55,6,24,611,228,50.0,4.88,35.0,9.0,11.0,8.0,6.0,8.0
2024-09,89979,La Rioja,93.732,451.9821428571428,29.63,14.29,37.05,2,24,512,249,70.0,2.82,62.0,20.0,23.0,29.0,7.0,6.0
2024-09,89988,Rio Cuarto,95.224,442.9795918367347,23.84,14.24,47.11,4,20,404,310,59.0,4.91,64.0,17.0,15.0,9.0,8.0,3.0
2024-09,89991,Formosa,91.919,403.1315789473684,21.04,14.4,56.06,2,17,270,259,43.0,4.44,58.0,11.0,16.0,6.0,7.0,1.0
2024-09,89992,Posadas,94.727,482.8659217877095,19.14,18.38,49.4,14,182,3243,2458,384.0,4.11,592.0,224.0,161.0,117.0,29.0,48.0
2024-09,89993,San Carlos de Bariloche,79.429,1100.944034852547,41.94,36.27,51.86,233,1485,26105,23170,3516.0,5.69,1913.0,855.0,1279.0,1415.0,926.0,1494.0
2024-09,89997,Rio Grande,93.501,325.0,25.59,13.65,38.72,0,12,223,115,33.0,2.65,58.0,19.0,13.0,14.0,3.0,2.0
2024-09,90004,San Fernando del Valle de Catamarca,85.54,582.2911392405064,29.93,21.52,49.51,4,30,573,403,87.0,3.47,96.0,41.0,77.0,67.0,28.0,10.0
2024-09,90005,Villa Maria,81.664,498.1521739130435,17.99,16.18,59.68,4,21,324,373,57.0,8.89,53.0,18.0,13.0,5.0,3.0,12.0
2024-09,90009,Colonia Chapadmalal,54.024,872.0126582278481,23.07,33.12,43.03,7,36,870,389,92.0,9.34,53.0,22.0,24.0,18.0,3.0,2.0
2024-09,90010,Necochea,55.784,484.7555555555555,17.56,18.38,64.26,5,17,333,302,55.0,26.62,16.0,1.0,5.0,3.0,4.0,5.0
2024-09,90015,Ushuaia,85.402,1306.37205770691,38.31,45.64,62.43,25,636,7900,11136,1412.0,5.29,854.0,370.0,532.0,667.0,501.0,1019.0
2024-09,90022,Villa Carlos Paz,57.393,683.6967509025271,28.99,26.71,42.19,13,130,2685,1362,311.0,6.87,169.0,78.0,82.0,81.0,40.0,47.0
2024-09,90025,La Plata,99.226,448.9550561797753,20.04,15.04,55.72,24,218,3360,3618,502.0,6.88,614.0,193.0,157.0,88.0,31.0,35.0
2024-09,90046,Chascomus,62.203,472.7073170731707,37.09,19.04,35.2,0,18,340,170,43.0,5.87,41.0,14.0,19.0,17.0,3.0,11.0
2024-09,90049,Tanti,54.931,399.8181818181818,38.67,17.73,42.97,0,6,119,55,15.0,13.56,4.0,3.0,1.0,0.0,1.0,0.0
2024-09,90055,Cosquin,56.591,543.0,20.81,20.03,68.18,1,1,30,30,10.0,4.57,3.0,2.0,2.0,0.0,0.0,0.0
2024-09,90066,Villa La Angostura,65.376,975.3660714285714,59.13,32.89,38.62,31,155,3459,1739,411.0,4.3,257.0,111.0,149.0,147.0,86.0,123.0
2024-09,90091,Puerto Iguazu,96.995,575.9630281690141,20.55,20.01,52.43,13,147,2465,2161,634.0,3.8,772.0,298.0,389.0,419.0,195.0,232.0
2024-09,90112,Quequen,49.448,1011.888888888889,16.65,48.7,27.45,1,7,212,28,19.0,5.14,8.0,0.0,0.0,1.0,1.0,4.0
2024-09,90127,Esquel,41.924,730.5967741935484,28.18,24.48,44.18,10,56,1160,744,144.0,6.22,86.0,43.0,44.0,37.0,21.0,36.0
2024-09,90154,Costa Esmeralda,53.804,1430.264705882353,124.63,66.16,33.52,4,41,1000,301,77.0,4.39,50.0,18.0,30.0,22.0,4.0,3.0
2024-09,90167,San Clemente del Tuyu,63.489,504.0,24.71,21.99,24.29,0,3,58,17,14.0,3.27,12.0,1.0,2.0,4.0,1.0,2.0
2024-09,90173,Carhue,61.379,253.25,17.33,10.39,30.71,0,6,137,43,9.0,2.47,8.0,1.0,3.0,5.0,0.0,0.0
2024-09,90180,Carmen de Patagones,67.753,837.6363636363636,0.0,29.16,68.29,1,7,95,140,13.0,3.07,31.0,12.0,15.0,1.0,1.0,8.0
2024-09,90184,Lago Puelo,67.366,496.0714285714286,26.64,15.75,45.97,2,15,293,194,34.0,8.68,11.0,2.0,3.0,8.0,6.0,11.0
2024-09,90203,Las Grutas,63.186,499.7352941176471,24.98,23.44,56.78,1,12,230,155,39.0,12.74,20.0,3.0,5.0,3.0,2.0,2.0
2024-09,90206,Villa Elisa,43.443,567.3636363636364,39.0,18.25,23.14,1,4,110,28,14.0,2.41,11.0,5.0,5.0,0.0,0.0,1.0
2024-09,90220,Choele Choel,77.082,74.0,37.0,2.47,6.67,0,1,28,2,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2024-09,90251,Dina Huapi,56.289,707.0,32.1,25.33,44.09,8,40,906,481,110.0,4.91,63.0,21.0,24.0,29.0,11.0,31.0
2024-09,90254,San Pedro,,670.0,22.33,22.33,100.0,0,1,0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09,90258,La Quiaca,12.246,190.0,27.14,6.33,0.0,0,0,0,0,1.0,2.33,0.0,1.0,2.0,0.0,0.0,0.0
2024-09,90266,Miramar,64.361,153.5,0.0,6.53,0.0,0,0,0,0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
2024-09,90278,Claromeco,51.097,637.0,0.0,22.75,0.0,0,0,0,0,3.0,8.67,1.0,1.0,1.0,0.0,0.0,0.0
2024-09,90282,Sierra de la Ventana,58.591,958.8,0.0,34.0,45.26,1,4,85,43,8.0,5.38,1.0,1.0,1.0,5.0,0.0,0.0
2024-09,90294,Humahuaca,75.804,419.0,26.9,14.54,76.32,1,5,56,116,21.0,6.43,15.0,9.0,1.0,1.0,3.0,1.0
2024-09,90309,Mar del Sur,41.843,960.75,69.0,34.31,43.9,0,3,51,36,4.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0
2024-09,90330,Puerto Esperanza,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09,90360,Las Gaviotas,68.373,935.5714285714286,35.88,37.42,72.5,1,12,174,203,17.0,3.79,8.0,9.0,4.0,2.0,1.0,0.0
2024-09,90398,Epuyen,,560.0,0.0,21.54,61.54,0,1,14,16,1.0,5.33,2.0,0.0,1.0,0.0,0.0,0.0
2024-09,102211,Salta,88.225,647.480947476828,20.78,22.78,57.0,35,419,6293,6730,1072.0,4.23,1262.0,439.0,592.0,579.0,297.0,327.0
2024-09,102249,San Martín de los Andes,60.348,1153.772026431718,54.24,37.17,44.44,77,437,8422,5791,1118.0,5.14,577.0,238.0,307.0,307.0,189.0,366.0
2024-09,102804,Santa Fe,90.331,478.6877828054299,21.13,17.35,58.32,3,113,1497,1802,231.0,5.04,297.0,133.0,131.0,88.0,21.0,17.0
2024-09,103046,San Salvador de Jujuy,76.677,508.0472440944882,20.59,17.68,48.69,10,111,2022,1522,297.0,4.04,309.0,116.0,112.0,112.0,48.0,63.0
2024-09,103869,Corrientes,85.623,452.4897959183673,21.15,16.92,56.14,8,84,1378,1230,220.0,3.91,359.0,131.0,102.0,56.0,25.0,25.0
2024-09,82014946,Merlo,58.153,377.8636363636364,22.62,14.88,28.12,7,29,858,194,53.0,9.39,18.0,10.0,10.0,12.0,10.0,10.0
2024-09,82014947,Lujan de Cuyo,69.593,962.7737306843268,41.76,38.19,46.26,32,430,8238,4998,992.0,4.61,635.0,317.0,413.0,383.0,193.0,269.0
2024-09,82014948,Ciudad de San Rafael,60.262,468.0174418604651,21.86,15.55,42.57,14,74,1661,943,212.0,6.45,197.0,59.0,52.0,43.0,24.0,27.0
2024-09,82015165,Pinamar,56.287,795.6845425867508,33.68,31.09,51.51,16,124,2446,1532,366.0,7.75,250.0,145.0,109.0,60.0,10.0,24.0
2024-09,82015398,Villa Catedral,58.909,1943.753012048193,127.05,64.06,43.34,16,80,1544,1038,207.0,6.23,75.0,42.0,49.0,48.0,14.0,50.0
2024-09,82015430,Villa Gesell,50.037,523.5238095238095,26.22,19.81,43.18,2,24,465,250,96.0,8.89,57.0,18.0,19.0,12.0,0.0,8.0
2024-09,82015492,El Bolson,65.875,573.5692307692308,28.11,19.85,41.63,11,67,1436,796,151.0,5.48,115.0,48.0,57.0,35.0,17.0,21.0
2024-09,82015515,Santiago del Estero,84.642,449.5329949238579,21.99,17.73,42.07,3,73,1521,721,206.0,3.45,168.0,97.0,139.0,86.0,40.0,19.0
2024-09,82015553,San Nicolas de los Arroyos,68.606,540.4074074074074,33.67,27.07,53.98,0,27,490,278,54.0,3.1,84.0,50.0,30.0,26.0,15.0,14.0
2024-09,82015643,Concepcion del Uruguay,66.067,575.36,31.35,20.92,43.73,2,25,483,307,54.0,3.67,81.0,28.0,22.0,21.0,5.0,8.0
2024-09,82015644,Concordia,77.345,493.2638888888889,27.96,16.78,44.9,3,31,601,405,84.0,4.35,88.0,29.0,40.0,31.0,7.0,11.0
2024-09,82015645,Gualeguaychu,62.77,411.8859649122807,25.67,14.79,33.53,5,43,1015,401,130.0,3.74,173.0,66.0,45.0,25.0,6.0,7.0
2024-09,82015646,Mar de Ajo,58.753,385.6666666666667,20.46,13.34,40.2,1,4,109,41,15.0,9.62,5.0,2.0,0.0,1.0,0.0,0.0
2024-09,82015647,Monte Hermoso,51.592,480.0377358490566,54.84,30.73,36.03,1,19,443,107,55.0,4.92,15.0,7.0,10.0,15.0,6.0,11.0
2024-09,82015649,Municipio de Rio Gallegos,91.205,453.5208333333333,14.82,17.15,56.24,1,19,276,275,51.0,4.94,94.0,38.0,24.0,7.0,4.0,28.0
2024-09,82015650,Municipio de Trelew,94.548,413.85,31.38,15.68,45.85,4,19,444,232,45.0,3.26,62.0,25.0,31.0,16.0,6.0,7.0
2024-09,82015651,Municipio la Falda,63.624,561.1052631578947,30.5,23.96,40.3,2,11,274,106,21.0,5.25,16.0,2.0,5.0,3.0,3.0,3.0
2024-09,82015652,Municipio Puerto Madryn,71.062,902.1299790356394,32.21,36.19,66.65,6,224,2789,3857,487.0,5.13,371.0,179.0,273.0,280.0,213.0,283.0
2024-09,82015653,Rafaela,81.762,427.625,27.89,12.93,30.16,3,6,182,57,24.0,6.78,14.0,7.0,9.0,2.0,0.0,0.0
2024-09,82015654,San Luis,91.002,403.5657894736842,21.72,15.59,48.6,1,24,441,296,82.0,4.1,97.0,40.0,59.0,36.0,13.0,17.0
2024-09,82015655,Termas de Rio Hondo,59.636,373.1666666666667,22.89,13.99,29.03,0,2,51,9,12.0,2.24,11.0,7.0,4.0,5.0,1.0,1.0
2024-09,82015656,Viedma,93.25,405.3571428571428,26.48,15.48,33.0,1,11,225,100,29.0,2.66,42.0,16.0,11.0,13.0,2.0,2.0
2024-09,82015657,Municipio de El Calafate,82.346,707.4462809917355,36.08,26.2,47.54,9,130,2321,1643,529.0,3.41,524.0,190.0,245.0,344.0,160.0,230.0
2024-09,82015659,Parana,81.829,432.0223463687151,20.77,19.44,49.31,6,97,1822,1144,186.0,3.64,193.0,84.0,112.0,43.0,10.0,17.0
2024-08,5,Buenos Aires,96.217,817.5052844080276,25.88,26.34,61.8,1078,9828,136891,185862,28466.0,7.19,27774.0,10927.0,12419.0,10079.0,4471.0,4925.0
2024-08,89956,Ciudad de Mendoza,87.997,688.2174307762142,24.0,19.68,43.68,231,919,20917,13408,2911.0,5.12,2431.0,944.0,1199.0,1051.0,489.0,509.0
2024-08,89957,Cordoba,96.734,557.6345766129032,20.66,17.78,54.12,153,753,14238,12827,2372.0,6.46,2783.0,889.0,847.0,518.0,225.0,171.0
2024-08,89961,Mar del Plata,60.052,637.339116719243,25.88,18.33,41.5,252,594,16146,8513,1817.0,7.4,992.0,367.0,394.0,208.0,70.0,110.0
2024-08,89962,Colonia Caroya,53.798,532.0,0.0,17.54,25.81,0,1,23,8,4.0,8.33,5.0,0.0,0.0,1.0,0.0,0.0
2024-08,89963,Rosario,97.674,453.7968923418424,18.07,14.95,55.69,33,430,6724,7246,990.0,5.7,1409.0,516.0,447.0,241.0,82.0,79.0
2024-08,89966,Bahia Blanca,97.943,513.1818181818181,21.06,17.84,59.47,5,87,1246,1498,196.0,5.1,409.0,111.0,124.0,72.0,26.0,17.0
2024-08,89967,Tandil,75.122,589.0532786885246,29.94,14.34,29.89,65,129,4298,1501,390.0,3.99,189.0,118.0,129.0,79.0,29.0,33.0
2024-08,89968,Neuquen,94.115,675.8854166666666,32.3,21.82,48.26,10,82,1586,1190,223.0,4.74,346.0,96.0,92.0,59.0,16.0,8.0
2024-08,89970,Resistencia,93.16,327.0,20.55,9.2,35.21,16,42,1254,520,130.0,3.57,172.0,50.0,36.0,29.0,5.0,8.0
2024-08,89971,San Miguel de Tucuman,93.751,386.2085561497326,17.0,12.53,50.92,22,147,2796,2239,444.0,5.33,556.0,146.0,153.0,118.0,52.0,46.0
2024-08,89972,La Cumbre,53.48,901.878787878788,39.06,25.33,38.34,6,24,599,291,51.0,3.44,22.0,10.0,22.0,2.0,0.0,5.0
2024-08,89979,La Rioja,93.732,494.2272727272727,36.0,16.96,33.6,10,23,713,251,79.0,5.02,76.0,23.0,29.0,20.0,10.0,10.0
2024-08,89988,Rio Cuarto,95.224,489.8571428571428,22.59,16.76,53.07,4,24,424,389,63.0,3.67,81.0,26.0,26.0,13.0,3.0,2.0
2024-08,89991,Formosa,91.919,440.8157894736842,21.54,17.27,63.98,1,17,192,318,43.0,4.26,66.0,14.0,14.0,7.0,1.0,2.0
2024-08,89992,Posadas,94.727,433.0345911949685,19.08,13.05,41.26,31,175,3909,2260,407.0,4.6,560.0,176.0,150.0,87.0,34.0,40.0
2024-08,89993,San Carlos de Bariloche,79.429,1612.271593944791,48.59,50.59,59.4,189,1661,24136,30809,3858.0,5.58,1872.0,906.0,1537.0,2058.0,1343.0,2758.0
2024-08,89997,Rio Grande,93.501,323.7307692307692,24.9,10.46,27.78,2,9,258,80,30.0,4.69,33.0,11.0,17.0,6.0,1.0,2.0
2024-08,90004,San Fernando del Valle de Catamarca,85.54,424.0847457627119,21.98,8.79,20.57,15,23,968,201,118.0,3.49,98.0,23.0,45.0,18.0,3.0,6.0
2024-08,90005,Villa Maria,81.664,512.6981132075472,18.28,18.13,64.03,2,21,266,413,57.0,7.04,77.0,14.0,14.0,11.0,6.0,9.0
2024-08,90009,Colonia Chapadmalal,54.024,803.0882352941177,25.4,22.92,25.82,19,32,1191,275,106.0,8.29,29.0,12.0,17.0,14.0,0.0,3.0
2024-08,90010,Necochea,55.784,491.8421052631579,15.7,13.0,54.85,9,14,376,311,58.0,16.57,11.0,5.0,4.0,5.0,4.0,6.0
2024-08,90015,Ushuaia,85.402,1491.814528593509,40.74,49.79,65.35,37,607,7201,11957,1372.0,5.87,660.0,348.0,485.0,732.0,609.0,1447.0
2024-08,90022,Villa Carlos Paz,57.393,711.9592760180996,29.88,18.51,32.94,62,100,3586,1222,375.0,7.81,149.0,65.0,54.0,39.0,18.0,34.0
2024-08,90025,La Plata,99.226,469.7136363636363,19.73,15.87,59.02,34,217,3669,3742,514.0,7.04,555.0,223.0,178.0,102.0,48.0,44.0
2024-08,90046,Chascomus,62.203,348.875,35.44,10.9,27.49,3,17,473,135,44.0,2.53,28.0,17.0,16.0,6.0,5.0,3.0
2024-08,90049,Tanti,54.931,557.625,25.0,14.53,27.81,4,3,175,42,15.0,9.2,5.0,2.0,2.0,0.0,0.0,1.0
2024-08,90055,Cosquin,56.591,608.7142857142857,24.49,15.61,33.66,2,2,90,34,12.0,17.6,1.0,0.0,0.0,1.0,0.0,3.0
2024-08,90066,Villa La Angostura,65.376,1227.381333333333,66.18,37.12,36.89,52,167,4335,2065,486.0,4.49,270.0,110.0,145.0,185.0,103.0,166.0
2024-08,90091,Puerto Iguazu,96.995,560.5792349726776,21.23,15.59,38.35,52,133,3657,1902,745.0,3.62,780.0,286.0,391.0,331.0,161.0,178.0
2024-08,90112,Quequen,49.448,11301.28571428571,8.55,306.62,2.78,5,1,183,3,13.0,3.75,2.0,0.0,0.0,0.0,2.0,0.0
2024-08,90127,Esquel,41.924,798.074074074074,27.79,24.94,53.32,10,64,1130,1059,164.0,6.3,89.0,37.0,53.0,61.0,39.0,53.0
2024-08,90154,Costa Esmeralda,53.804,1068.325,120.08,25.41,16.79,15,22,975,135,75.0,3.96,23.0,11.0,16.0,11.0,5.0,1.0
2024-08,90167,San Clemente del Tuyu,63.489,880.25,24.0,18.93,77.42,0,2,14,48,14.0,9.43,5.0,0.0,1.0,1.0,0.0,0.0
2024-08,90173,Carhue,61.379,304.1666666666667,0.0,8.11,25.64,3,4,147,40,10.0,3.67,10.0,3.0,5.0,0.0,0.0,0.0
2024-08,90180,Carmen de Patagones,67.753,634.9166666666666,37.0,20.7,37.33,2,7,172,84,14.0,1.93,25.0,15.0,14.0,0.0,0.0,5.0
2024-08,90184,Lago Puelo,67.366,516.9130434782609,22.54,17.33,32.59,2,11,300,103,27.0,19.39,8.0,4.0,2.0,3.0,3.0,3.0
2024-08,90203,Las Grutas,63.186,575.4761904761905,25.19,20.55,43.32,4,8,265,107,31.0,25.75,11.0,1.0,2.0,2.0,0.0,0.0
2024-08,90206,Villa Elisa,43.443,512.25,36.5,13.57,13.9,3,5,213,31,16.0,5.38,13.0,6.0,4.0,3.0,0.0,0.0
2024-08,90220,Choele Choel,77.082,37.0,37.0,0.74,3.23,0,1,30,1,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-08,90251,Dina Huapi,56.289,718.2747252747253,51.47,20.44,27.22,17,39,1321,389,128.0,6.33,53.0,21.0,31.0,30.0,15.0,19.0
2024-08,90254,San Pedro,,699.0,22.55,22.55,100.0,0,1,0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,90258,La Quiaca,12.246,208.0,20.8,7.43,0.0,0,0,0,0,1.0,3.33,2.0,0.0,1.0,0.0,0.0,0.0
2024-08,90266,Miramar,64.361,64.0,0.0,1.16,0.0,0,0,0,0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2024-08,90278,Claromeco,51.097,124.0,0.0,1.55,0.0,0,0,0,0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-08,90282,Sierra de la Ventana,58.591,768.8571428571429,30.8,15.12,34.27,3,3,113,49,16.0,14.71,3.0,2.0,1.0,0.0,1.0,0.0
2024-08,90294,Humahuaca,75.804,345.4444444444445,33.39,8.77,41.67,1,6,137,80,28.0,6.56,27.0,2.0,4.0,7.0,1.0,2.0
2024-08,90309,Mar del Sur,41.843,953.0,0.0,32.86,37.04,0,1,21,10,2.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0
2024-08,90330,Puerto Esperanza,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,90360,Las Gaviotas,68.373,889.5833333333334,35.01,19.84,43.55,7,8,292,162,23.0,10.12,8.0,0.0,1.0,2.0,2.0,3.0
2024-08,90398,Epuyen,,0.0,0.0,0.0,0.0,1,0,31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,102211,Salta,88.225,668.8010416666667,20.81,18.97,49.07,101,409,8275,6770,1264.0,4.46,1287.0,488.0,555.0,548.0,215.0,305.0
2024-08,102249,San Martín de los Andes,60.348,1862.196721311475,62.31,62.72,61.5,48,497,6771,8935,1232.0,5.85,504.0,272.0,407.0,563.0,461.0,869.0
2024-08,102804,Santa Fe,90.331,484.2393617021277,20.13,16.83,58.46,7,100,1400,1679,204.0,5.21,287.0,102.0,105.0,57.0,18.0,25.0
2024-08,103046,San Salvador de Jujuy,76.677,1247.958801498127,23.25,33.42,35.73,33,113,2910,1400,385.0,4.11,287.0,97.0,135.0,119.0,57.0,37.0
2024-08,103869,Corrientes,85.623,480.521978021978,19.59,13.93,48.26,15,76,1523,1220,238.0,3.92,356.0,115.0,103.0,47.0,21.0,27.0
2024-08,82014946,Merlo,58.153,498.0,36.33,10.95,17.75,21,23,1149,185,77.0,6.24,11.0,14.0,15.0,9.0,3.0,6.0
2024-08,82014947,Lujan de Cuyo,69.593,936.1328671328672,37.26,23.32,30.42,198,343,12036,4048,1207.0,4.76,417.0,281.0,361.0,299.0,149.0,167.0
2024-08,82014948,Ciudad de San Rafael,60.262,478.5664739884393,23.69,11.02,29.99,48,77,2804,918,311.0,4.42,174.0,75.0,96.0,54.0,17.0,30.0
2024-08,82015165,Pinamar,56.287,667.4227642276422,32.07,18.06,27.07,64,83,3394,887,402.0,7.38,136.0,52.0,63.0,37.0,12.0,13.0
2024-08,82015398,Villa Catedral,58.909,4152.216748768473,149.74,156.03,70.05,4,95,933,1787,214.0,6.28,74.0,38.0,78.0,89.0,79.0,245.0
2024-08,82015430,Villa Gesell,50.037,522.012987012987,23.98,15.95,28.44,17,25,984,252,110.0,9.11,51.0,16.0,19.0,7.0,1.0,15.0
2024-08,82015492,El Bolson,65.875,624.6034482758621,27.53,17.99,40.16,14,65,1515,800,163.0,6.0,76.0,29.0,49.0,34.0,21.0,20.0
2024-08,82015515,Santiago del Estero,84.642,431.6883116883117,22.23,15.93,46.6,4,52,1029,609,167.0,3.63,137.0,40.0,80.0,53.0,115.0,32.0
2024-08,82015553,San Nicolas de los Arroyos,68.606,519.44,29.3,14.49,31.54,3,14,375,152,35.0,3.83,40.0,16.0,17.0,11.0,1.0,1.0
2024-08,82015643,Concepcion del Uruguay,66.067,499.6428571428572,33.33,15.96,30.97,6,22,635,205,53.0,6.36,43.0,30.0,11.0,13.0,1.0,3.0
2024-08,82015644,Concordia,77.345,429.1304347826087,32.02,13.39,40.52,5,29,680,359,89.0,3.75,70.0,31.0,41.0,22.0,12.0,12.0
2024-08,82015645,Gualeguaychu,62.77,421.7943925233645,21.45,13.7,27.17,8,41,1140,357,122.0,2.72,158.0,52.0,42.0,12.0,7.0,9.0
2024-08,82015646,Mar de Ajo,58.753,325.2727272727273,19.69,9.08,28.48,3,4,165,43,19.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0
2024-08,82015647,Monte Hermoso,51.592,793.9285714285714,46.72,25.03,11.24,3,5,227,20,19.0,3.83,7.0,5.0,4.0,2.0,0.0,0.0
2024-08,82015649,Municipio de Rio Gallegos,91.205,402.0,17.07,13.73,44.75,1,15,290,196,49.0,3.54,74.0,16.0,13.0,5.0,0.0,6.0
2024-08,82015650,Municipio de Trelew,94.548,462.4545454545454,32.9,16.0,57.34,0,17,242,285,37.0,4.29,46.0,14.0,11.0,6.0,6.0,2.0
2024-08,82015651,Municipio la Falda,63.624,548.5,24.0,13.15,17.82,5,9,368,59,26.0,35.47,9.0,0.0,2.0,5.0,1.0,0.0
2024-08,82015652,Municipio Puerto Madryn,71.062,660.4862385321101,30.28,21.22,41.06,41,162,3964,2045,411.0,5.52,236.0,107.0,137.0,132.0,71.0,86.0
2024-08,82015653,Rafaela,81.762,398.6086956521739,27.58,15.94,37.31,0,8,162,72,23.0,4.28,9.0,6.0,4.0,15.0,4.0,8.0
2024-08,82015654,San Luis,91.002,436.1166666666667,20.58,12.33,39.82,9,18,561,272,86.0,2.55,93.0,28.0,34.0,14.0,5.0,10.0
2024-08,82015655,Termas de Rio Hondo,59.636,273.1818181818182,29.0,5.64,1.2,3,1,120,1,23.0,1.88,6.0,5.0,6.0,5.0,1.0,1.0
2024-08,82015656,Viedma,93.25,580.4545454545455,23.57,18.06,46.99,1,10,182,156,25.0,2.76,44.0,28.0,10.0,5.0,0.0,0.0
2024-08,82015657,Municipio de El Calafate,82.346,719.9343065693431,33.02,24.14,47.42,20,106,2215,1480,485.0,3.51,389.0,164.0,214.0,222.0,124.0,172.0
2024-08,82015659,Parana,81.829,448.8387096774193,20.51,14.56,39.75,9,71,1550,876,147.0,6.19,176.0,61.0,52.0,36.0,6.0,9.0
2024-07,5,Buenos Aires,96.217,914.1749216768612,27.16,31.9,70.85,522,10263,110647,207427,28333.0,6.78,32019.0,13433.0,14290.0,11701.0,4960.0,5479.0
2024-07,89956,Ciudad de Mendoza,87.997,1059.899040170636,27.7,36.68,66.81,31,1113,12895,21331,2922.0,4.87,3431.0,1704.0,2146.0,2097.0,985.0,925.0
2024-07,89957,Cordoba,96.734,610.3334833483349,20.91,18.83,53.67,183,844,15688,14625,2705.0,5.77,3211.0,1269.0,1159.0,697.0,250.0,238.0
2024-07,89961,Mar del Plata,60.052,726.3313609467456,27.52,23.75,48.56,173,794,16615,11808,2059.0,7.59,1287.0,616.0,675.0,439.0,154.0,148.0
2024-07,89962,Colonia Caroya,53.798,307.3333333333333,0.0,10.02,22.73,1,1,52,10,5.0,4.38,7.0,0.0,0.0,0.0,1.0,0.0
2024-07,89963,Rosario,97.674,460.3394495412844,17.55,15.67,59.6,42,406,6128,7132,954.0,5.66,1380.0,524.0,373.0,244.0,70.0,91.0
2024-07,89966,Bahia Blanca,97.943,501.7368421052632,20.94,17.22,57.27,4,82,1179,1378,179.0,3.4,422.0,147.0,123.0,50.0,17.0,17.0
2024-07,89967,Tandil,75.122,823.8191489361702,30.35,24.97,46.88,32,182,3687,2724,466.0,4.61,396.0,254.0,244.0,184.0,80.0,54.0
2024-07,89968,Neuquen,94.115,680.9701492537314,30.85,24.23,53.01,7,85,1436,1259,217.0,4.33,386.0,145.0,136.0,105.0,41.0,27.0
2024-07,89970,Resistencia,93.16,386.5163934426229,21.21,13.51,49.53,7,53,972,782,136.0,3.67,182.0,88.0,83.0,56.0,14.0,21.0
2024-07,89971,San Miguel de Tucuman,93.751,546.3259803921569,19.28,19.13,65.88,13,151,1872,2906,432.0,4.26,648.0,307.0,321.0,253.0,73.0,93.0
2024-07,89972,La Cumbre,53.48,989.1764705882352,35.06,32.51,44.72,5,29,596,385,64.0,6.25,32.0,14.0,17.0,15.0,11.0,8.0
2024-07,89979,La Rioja,93.732,564.728813559322,30.05,19.77,48.19,3,27,512,372,66.0,3.33,82.0,43.0,45.0,31.0,14.0,15.0
2024-07,89988,Rio Cuarto,95.224,536.0909090909091,28.05,18.36,54.86,0,25,379,361,60.0,4.68,89.0,27.0,15.0,8.0,2.0,1.0
2024-07,89991,Formosa,91.919,532.969696969697,22.33,19.78,68.33,0,17,186,315,33.0,5.7,59.0,20.0,17.0,7.0,5.0,7.0
2024-07,89992,Posadas,94.727,509.8426666666667,20.75,18.17,53.3,11,184,2977,2764,400.0,3.26,821.0,276.0,260.0,152.0,60.0,48.0
