date,market_id,name,market_score,revenue,adr,revpar,occupancy_rate,available_listings,booked_listings,days_available,days_booked,listing_count,days_avg,lead_time_0_6,lead_time_7_14,lead_time_15_30,lead_time_31_60,lead_time_61_90,lead_time_91_None
2026-03,5,Buenos Aires,96.217,1221.508994325727,31.72,41.91,76.18,564,11020,89684,242983,26645.0,6.32,30472.0,14175.0,16383.0,13836.0,5336.0,6573.0
2026-03,89956,Ciudad de Mendoza,87.997,833.8708693441789,25.85,27.97,62.88,47,899,11263,16825,2140.0,5.31,2673.0,1092.0,1207.0,1060.0,431.0,460.0
2026-03,89957,Cordoba,96.734,758.0710361067504,25.38,26.08,61.34,72,1203,15517,21330,2773.0,5.59,3831.0,1613.0,1421.0,925.0,303.0,281.0
2026-03,89961,Mar del Plata,60.052,931.9174380785588,37.68,22.19,37.23,1171,2053,64854,29420,7192.0,9.53,2912.0,1416.0,1643.0,1195.0,433.0,506.0
2026-03,89962,Colonia Caroya,53.798,484.8571428571428,27.14,14.69,18.32,2,3,130,24,10.0,3.9,3.0,4.0,2.0,1.0,0.0,0.0
2026-03,89963,Rosario,97.674,611.4827586206897,22.63,20.48,56.52,47,630,9575,10547,1276.0,5.14,2264.0,705.0,498.0,273.0,81.0,82.0
2026-03,89966,Bahia Blanca,97.943,730.0175438596491,35.79,24.81,50.15,9,127,2154,1845,247.0,4.91,452.0,176.0,112.0,53.0,12.0,24.0
2026-03,89967,Tandil,75.122,832.5636042402826,37.14,27.37,37.57,25,310,6431,3426,645.0,3.92,477.0,277.0,354.0,279.0,108.0,112.0
2026-03,89968,Neuquen,94.115,1074.797153024911,39.78,34.97,56.77,21,146,2440,2515,327.0,4.84,601.0,168.0,145.0,88.0,21.0,11.0
2026-03,89970,Resistencia,93.16,511.203947368421,24.39,16.48,44.38,10,84,1718,1142,178.0,3.77,270.0,68.0,59.0,32.0,17.0,18.0
2026-03,89971,San Miguel de Tucuman,93.751,507.031007751938,20.39,16.92,56.5,20,182,2840,3122,439.0,6.2,514.0,175.0,132.0,94.0,20.0,26.0
2026-03,89972,La Cumbre,53.48,916.5445544554456,37.04,26.91,34.5,18,59,1663,680,145.0,5.72,38.0,27.0,43.0,38.0,10.0,28.0
2026-03,89979,La Rioja,93.732,421.9295774647887,26.64,8.65,24.58,28,24,1321,278,165.0,3.69,112.0,24.0,23.0,11.0,3.0,2.0
2026-03,89988,Rio Cuarto,95.224,611.2820512820513,24.02,20.18,47.58,6,34,661,512,90.0,5.6,153.0,43.0,27.0,16.0,4.0,6.0
2026-03,89991,Formosa,91.919,437.3809523809524,21.66,13.82,43.6,4,29,604,405,75.0,3.79,94.0,28.0,14.0,8.0,2.0,0.0
2026-03,89992,Posadas,94.727,508.1236559139785,21.35,15.61,41.6,40,207,4749,2685,483.0,4.66,632.0,170.0,126.0,77.0,26.0,30.0
2026-03,89993,San Carlos de Bariloche,79.429,1065.016656571775,42.83,33.64,52.38,304,1842,32238,30356,3940.0,5.63,2850.0,1275.0,1727.0,1923.0,881.0,1002.0
2026-03,89997,Rio Grande,93.501,686.3972602739726,31.64,24.06,56.3,3,34,529,541,79.0,7.08,121.0,22.0,24.0,7.0,7.0,13.0
2026-03,90004,San Fernando del Valle de Catamarca,85.54,439.0833333333333,22.16,16.36,44.93,3,43,876,501,122.0,2.68,240.0,78.0,94.0,43.0,10.0,1.0
2026-03,90005,Villa Maria,81.664,542.8311688311688,23.93,15.22,28.48,18,35,1238,362,129.0,5.63,119.0,33.0,33.0,22.0,4.0,6.0
2026-03,90009,Colonia Chapadmalal,54.024,1037.994638069705,49.29,26.33,27.37,93,195,6628,1987,612.0,5.25,244.0,126.0,186.0,149.0,35.0,24.0
2026-03,90010,Necochea,55.784,615.7823529411764,36.75,10.48,22.03,92,84,4339,915,467.0,13.2,102.0,48.0,50.0,31.0,13.0,13.0
2026-03,90015,Ushuaia,85.402,1260.558032282859,37.54,42.58,67.79,28,695,7231,13988,1366.0,4.39,1429.0,641.0,899.0,1156.0,568.0,921.0
2026-03,90022,Villa Carlos Paz,57.393,762.855365474339,41.66,15.47,27.24,204,304,11788,3398,1425.0,6.21,441.0,178.0,224.0,177.0,56.0,75.0
2026-03,90025,La Plata,99.226,607.8672566371681,25.71,20.13,57.12,46,294,4848,5127,648.0,7.44,799.0,277.0,227.0,135.0,44.0,33.0
2026-03,90046,Chascomus,62.203,809.018018018018,45.04,25.66,35.88,5,59,1248,639,131.0,3.44,121.0,77.0,58.0,43.0,13.0,20.0
2026-03,90049,Tanti,54.931,462.3589743589744,37.55,7.47,22.95,20,20,1004,204,120.0,4.22,33.0,13.0,18.0,11.0,2.0,1.0
2026-03,90055,Cosquin,56.591,816.060606060606,23.33,10.11,13.31,32,12,1178,105,148.0,10.51,10.0,5.0,11.0,9.0,2.0,2.0
2026-03,90066,Villa La Angostura,65.376,1461.451111111111,67.86,41.98,40.3,70,228,5460,3140,602.0,4.53,335.0,208.0,239.0,322.0,121.0,190.0
2026-03,90091,Puerto Iguazu,96.995,647.482119205298,25.58,20.53,48.24,40,247,4837,3799,879.0,3.24,1236.0,489.0,609.0,551.0,232.0,317.0
2026-03,90112,Quequen,49.448,569.0731707317074,51.81,8.83,17.32,33,24,1528,213,128.0,4.93,22.0,13.0,9.0,5.0,2.0,3.0
2026-03,90127,Esquel,41.924,524.9842519685039,32.64,15.83,33.1,21,76,2115,793,172.0,4.73,141.0,41.0,37.0,27.0,21.0,35.0
2026-03,90154,Costa Esmeralda,53.804,2159.343347639485,200.74,52.23,25.15,77,150,5403,1339,435.0,4.81,90.0,62.0,110.0,94.0,29.0,34.0
2026-03,90167,San Clemente del Tuyu,63.489,505.1690140845071,30.01,9.96,17.45,23,30,1361,231,153.0,6.4,34.0,23.0,24.0,12.0,4.0,7.0
2026-03,90173,Carhue,61.379,275.4,28.6,7.81,23.32,2,11,303,87,27.0,2.67,21.0,6.0,10.0,4.0,0.0,1.0
2026-03,90180,Carmen de Patagones,67.753,1970.5,61.88,64.08,25.29,1,8,211,66,13.0,3.04,9.0,6.0,3.0,3.0,0.0,2.0
2026-03,90184,Lago Puelo,67.366,550.047619047619,25.26,13.93,27.96,15,31,1067,340,104.0,8.1,57.0,15.0,15.0,20.0,11.0,18.0
2026-03,90203,Las Grutas,63.186,634.5103448275862,49.66,13.3,20.38,40,56,2354,476,300.0,7.41,129.0,40.0,31.0,26.0,5.0,11.0
2026-03,90206,Villa Elisa,43.443,411.36,42.57,13.37,28.36,0,15,346,116,31.0,3.57,16.0,9.0,15.0,10.0,1.0,3.0
2026-03,90220,Choele Choel,77.082,451.2,36.78,16.23,30.77,0,6,126,56,10.0,1.75,35.0,11.0,4.0,3.0,0.0,0.0
2026-03,90251,Dina Huapi,56.289,857.2293577981651,41.12,25.63,42.95,15,56,1239,813,144.0,5.92,66.0,32.0,53.0,65.0,23.0,26.0
2026-03,90254,San Pedro,,166.0,16.6,5.35,32.26,0,1,21,10,1.0,2.5,2.0,1.0,0.0,1.0,0.0,0.0
2026-03,90258,La Quiaca,12.246,3148.2,14.25,114.07,16.04,1,3,107,17,6.0,1.4,9.0,2.0,2.0,1.0,1.0,0.0
2026-03,90266,Miramar,64.361,983.9,51.62,30.84,48.97,3,9,193,143,24.0,5.6,21.0,6.0,5.0,3.0,7.0,13.0
2026-03,90278,Claromeco,51.097,530.2,55.5,9.89,20.61,7,5,310,61,44.0,15.72,9.0,2.0,10.0,4.0,0.0,0.0
2026-03,90282,Sierra de la Ventana,58.591,657.7021276595744,45.55,23.82,30.72,2,22,515,184,55.0,3.75,29.0,20.0,26.0,16.0,4.0,0.0
2026-03,90294,Humahuaca,75.804,293.2692307692308,19.85,6.73,29.77,4,8,265,92,45.0,2.7,49.0,17.0,13.0,11.0,1.0,0.0
2026-03,90309,Mar del Sur,41.843,589.8571428571429,46.57,9.16,19.09,15,7,582,92,43.0,6.28,9.0,4.0,3.0,2.0,0.0,0.0
2026-03,90330,Puerto Esperanza,,818.2,36.16,26.39,100.0,0,1,0,31,5.0,23.8,0.0,0.0,2.0,3.0,0.0,0.0
2026-03,90360,Las Gaviotas,68.373,1158.454545454545,55.87,28.69,32.24,28,55,1766,660,187.0,5.06,66.0,39.0,38.0,35.0,16.0,15.0
2026-03,90398,Epuyen,,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,102211,Salta,88.225,634.0864799025578,22.47,20.88,56.07,48,359,5886,6207,955.0,4.4,1313.0,432.0,502.0,463.0,205.0,207.0
2026-03,102249,San Martín de los Andes,60.348,1054.349514563107,55.61,28.74,35.82,205,469,13736,6048,1366.0,5.29,672.0,314.0,415.0,428.0,172.0,230.0
2026-03,102804,Santa Fe,90.331,529.0375939849624,26.07,17.73,43.95,12,159,3091,2074,301.0,4.58,458.0,141.0,103.0,46.0,7.0,16.0
2026-03,103046,San Salvador de Jujuy,76.677,447.6050724637681,28.05,10.72,32.38,65,106,3814,1334,492.0,7.1,384.0,107.0,68.0,60.0,29.0,41.0
2026-03,103869,Corrientes,85.623,676.8219178082192,27.06,17.93,36.73,34,135,3410,1649,446.0,4.29,412.0,137.0,135.0,76.0,21.0,22.0
2026-03,82014946,Merlo,58.153,564.978102189781,33.2,13.64,25.85,30,63,2140,602,242.0,4.5,108.0,43.0,49.0,33.0,13.0,18.0
2026-03,82014947,Lujan de Cuyo,69.593,1490.123885918003,55.94,45.18,44.81,106,642,13036,9199,1404.0,4.21,906.0,511.0,678.0,719.0,295.0,369.0
2026-03,82014948,Ciudad de San Rafael,60.262,528.8117154811715,23.94,13.96,34.97,53,106,3359,1374,373.0,6.12,250.0,87.0,115.0,67.0,24.0,41.0
2026-03,82015165,Pinamar,56.287,1328.887323943662,68.13,31.73,31.4,368,630,21665,7595,2444.0,6.53,767.0,471.0,520.0,416.0,154.0,152.0
2026-03,82015398,Villa Catedral,58.909,888.969696969697,68.54,22.22,24.72,35,49,2065,492,162.0,5.87,29.0,10.0,15.0,28.0,30.0,11.0
2026-03,82015430,Villa Gesell,50.037,736.1946902654868,39.71,12.31,22.24,146,136,6865,1506,869.0,6.8,174.0,78.0,103.0,72.0,23.0,28.0
2026-03,82015492,El Bolson,65.875,571.645390070922,32.01,16.05,39.27,42,144,3521,1881,406.0,4.75,307.0,105.0,125.0,115.0,45.0,45.0
2026-03,82015515,Santiago del Estero,84.642,488.8490566037736,27.52,17.42,39.35,15,51,1375,610,131.0,4.93,163.0,49.0,22.0,11.0,6.0,6.0
2026-03,82015553,San Nicolas de los Arroyos,68.606,882.6395348837209,46.82,34.26,40.08,1,75,1441,816,174.0,4.13,164.0,50.0,54.0,68.0,34.0,50.0
2026-03,82015643,Concepcion del Uruguay,66.067,610.5188679245283,33.81,15.78,27.64,16,56,1632,537,162.0,5.01,112.0,55.0,55.0,31.0,2.0,5.0
2026-03,82015644,Concordia,77.345,521.496062992126,33.18,14.07,30.62,19,67,1901,677,195.0,3.69,160.0,63.0,64.0,34.0,12.0,9.0
2026-03,82015645,Gualeguaychu,62.77,567.0121212121212,40.51,13.29,22.37,33,72,2501,609,294.0,5.56,149.0,52.0,60.0,41.0,14.0,20.0
2026-03,82015646,Mar de Ajo,58.753,489.2875,26.43,8.83,16.37,46,32,2070,293,198.0,5.47,53.0,14.0,23.0,13.0,5.0,3.0
2026-03,82015647,Monte Hermoso,51.592,795.1585365853658,57.58,11.21,15.0,83,48,3441,447,274.0,6.17,39.0,27.0,17.0,15.0,4.0,7.0
2026-03,82015649,Municipio de Rio Gallegos,91.205,539.1666666666666,25.42,17.67,38.57,5,31,709,371,77.0,4.15,137.0,27.0,21.0,13.0,6.0,7.0
2026-03,82015650,Municipio de Trelew,94.548,573.6101694915254,45.02,17.99,37.84,4,34,749,403,68.0,3.3,112.0,19.0,17.0,16.0,6.0,4.0
2026-03,82015651,Municipio la Falda,63.624,626.551724137931,40.55,13.7,25.78,22,36,1377,356,119.0,4.68,37.0,25.0,12.0,13.0,3.0,5.0
2026-03,82015652,Municipio Puerto Madryn,71.062,734.140056022409,36.6,18.55,33.91,101,197,6305,2532,576.0,7.88,319.0,107.0,105.0,99.0,40.0,54.0
2026-03,82015653,Rafaela,81.762,602.8636363636364,38.89,18.73,44.68,0,11,175,126,28.0,3.51,55.0,15.0,4.0,2.0,0.0,1.0
2026-03,82015654,San Luis,91.002,542.2658227848101,20.56,16.06,48.73,8,30,639,481,105.0,3.62,153.0,53.0,40.0,15.0,1.0,7.0
2026-03,82015655,Termas de Rio Hondo,59.636,454.0769230769231,27.21,12.61,5.13,2,2,120,4,20.0,5.48,14.0,2.0,4.0,1.0,0.0,2.0
2026-03,82015656,Viedma,93.25,468.4477611940299,22.2,15.9,37.14,2,25,507,280,73.0,3.65,91.0,31.0,31.0,20.0,7.0,6.0
2026-03,82015657,Municipio de El Calafate,82.346,1058.16120906801,42.64,33.15,53.58,23,258,3980,4309,909.0,2.72,1375.0,566.0,702.0,979.0,483.0,722.0
2026-03,82015659,Parana,81.829,591.5280898876405,24.19,18.42,35.88,31,100,2799,1157,245.0,4.73,258.0,107.0,70.0,42.0,15.0,14.0
2026-02,5,Buenos Aires,96.217,950.5475659824046,30.57,38.13,72.08,314,11184,97971,201282,26423.0,6.61,25361.0,11060.0,13064.0,10492.0,4366.0,6349.0
2026-02,89956,Ciudad de Mendoza,87.997,836.966093117409,26.64,31.57,66.8,58,889,9285,15803,2139.0,5.01,2795.0,1035.0,1142.0,997.0,404.0,481.0
2026-02,89957,Cordoba,96.734,732.4249704608113,25.47,29.07,67.18,44,1183,12277,19992,2684.0,5.8,3945.0,1450.0,1382.0,883.0,335.0,355.0
2026-02,89961,Mar del Plata,60.052,1108.167581663464,46.48,39.3,56.2,217,3277,41487,49924,8276.0,5.68,4995.0,2928.0,3921.0,3093.0,1240.0,1137.0
2026-02,89962,Colonia Caroya,53.798,193.8571428571429,27.25,4.55,4.0,6,3,215,5,20.0,2.33,8.0,0.0,0.0,1.0,0.0,0.0
2026-02,89963,Rosario,97.674,535.3938091143594,22.1,20.49,54.79,35,618,8784,8801,1242.0,5.08,1933.0,561.0,469.0,256.0,71.0,93.0
2026-02,89966,Bahia Blanca,97.943,735.3711790393013,34.0,28.05,59.02,9,125,1605,1884,248.0,4.29,421.0,152.0,120.0,74.0,28.0,18.0
2026-02,89967,Tandil,75.122,903.1235584843492,35.99,37.12,47.34,13,313,4946,3636,640.0,4.14,534.0,301.0,364.0,245.0,100.0,107.0
2026-02,89968,Neuquen,94.115,967.2857142857144,42.03,37.32,59.14,9,165,1991,2527,340.0,3.88,627.0,205.0,198.0,102.0,26.0,27.0
2026-02,89970,Resistencia,93.16,566.2576687116565,24.96,21.44,53.4,7,87,1357,1178,183.0,4.61,304.0,85.0,55.0,37.0,17.0,23.0
2026-02,89971,San Miguel de Tucuman,93.751,407.1030927835051,19.97,15.79,53.81,17,189,2870,2647,432.0,5.58,537.0,149.0,109.0,79.0,16.0,29.0
2026-02,89972,La Cumbre,53.48,1054.972222222222,42.1,42.23,47.99,1,75,1090,894,149.0,4.32,75.0,55.0,81.0,60.0,34.0,23.0
2026-02,89979,La Rioja,93.732,390.8375,25.8,19.34,38.18,0,52,994,444,161.0,4.01,120.0,64.0,91.0,35.0,27.0,12.0
2026-02,89988,Rio Cuarto,95.224,543.5949367088608,22.74,21.54,55.0,3,39,524,555,86.0,5.61,126.0,35.0,49.0,22.0,5.0,7.0
2026-02,89991,Formosa,91.919,484.4189189189189,22.21,20.06,52.42,1,35,490,454,81.0,4.94,125.0,33.0,28.0,13.0,2.0,6.0
2026-02,89992,Posadas,94.727,600.7963386727689,24.41,21.6,48.13,30,228,3981,3019,513.0,4.41,747.0,217.0,243.0,122.0,45.0,57.0
2026-02,89993,San Carlos de Bariloche,79.429,1379.308680828744,48.81,50.43,68.04,119,2106,19579,38496,4172.0,5.16,3681.0,1449.0,2081.0,2218.0,1254.0,1702.0
2026-02,89997,Rio Grande,93.501,535.4242424242424,31.46,19.11,52.98,4,31,529,445,80.0,3.74,102.0,17.0,27.0,11.0,7.0,13.0
2026-02,90004,San Fernando del Valle de Catamarca,85.54,353.4512195121951,22.96,12.72,35.32,16,29,844,326,110.0,3.12,169.0,56.0,51.0,22.0,4.0,7.0
2026-02,90005,Villa Maria,81.664,479.7328244274809,27.35,19.17,38.53,2,54,950,536,136.0,4.44,114.0,58.0,88.0,77.0,24.0,17.0
2026-02,90009,Colonia Chapadmalal,54.024,1540.917355371901,57.12,56.54,52.96,17,289,3893,4127,655.0,5.16,372.0,238.0,409.0,335.0,108.0,89.0
2026-02,90010,Necochea,55.784,955.378494623656,43.98,35.37,59.66,6,177,2039,2792,503.0,5.17,258.0,200.0,289.0,186.0,82.0,49.0
2026-02,90015,Ushuaia,85.402,1171.6390625,37.4,42.26,66.0,49,698,7129,12632,1409.0,4.37,1513.0,509.0,737.0,853.0,524.0,845.0
2026-02,90022,Villa Carlos Paz,57.393,1050.163726182075,46.32,42.71,60.37,13,507,5674,7773,1487.0,5.22,713.0,501.0,803.0,785.0,302.0,386.0
2026-02,90025,La Plata,99.226,585.37,25.27,22.68,65.51,19,314,3503,5317,642.0,7.03,889.0,242.0,208.0,114.0,35.0,31.0
2026-02,90046,Chascomus,62.203,1170.416,47.65,45.18,60.81,2,59,668,928,131.0,3.08,126.0,95.0,137.0,109.0,23.0,14.0
2026-02,90049,Tanti,54.931,590.7107438016529,45.21,25.11,45.93,1,40,648,434,132.0,4.03,59.0,59.0,54.0,56.0,16.0,25.0
2026-02,90055,Cosquin,56.591,678.1677419354838,39.42,26.29,30.77,1,46,870,356,158.0,3.94,39.0,36.0,46.0,49.0,33.0,88.0
2026-02,90066,Villa La Angostura,65.376,2341.11986863711,75.46,87.41,71.1,13,300,2401,5697,654.0,4.24,409.0,261.0,432.0,490.0,280.0,553.0
2026-02,90091,Puerto Iguazu,96.995,649.7332535885167,26.3,24.12,54.56,14,275,3843,4023,918.0,3.05,1438.0,493.0,613.0,515.0,232.0,314.0
2026-02,90112,Quequen,49.448,1054.307086614173,51.81,37.83,46.98,5,55,844,707,145.0,5.03,86.0,54.0,62.0,45.0,13.0,19.0
2026-02,90127,Esquel,41.924,561.461038961039,33.85,18.92,38.64,15,89,1808,983,192.0,3.48,181.0,48.0,53.0,62.0,40.0,45.0
2026-02,90154,Costa Esmeralda,53.804,3832.350119904077,220.69,152.24,62.25,13,218,2073,3037,494.0,6.42,117.0,91.0,194.0,184.0,89.0,139.0
2026-02,90167,San Clemente del Tuyu,63.489,821.6733333333333,36.59,31.84,55.9,4,55,697,753,166.0,4.73,122.0,60.0,91.0,81.0,23.0,34.0
2026-02,90173,Carhue,61.379,435.04,28.87,18.31,41.33,0,13,216,143,26.0,2.77,38.0,26.0,13.0,7.0,3.0,0.0
2026-02,90180,Carmen de Patagones,67.753,663.1666666666666,49.53,26.35,50.61,0,10,135,125,12.0,3.56,7.0,7.0,4.0,2.0,3.0,4.0
2026-02,90184,Lago Puelo,67.366,650.1203703703703,30.02,21.52,47.9,4,49,776,663,131.0,4.63,96.0,31.0,37.0,51.0,19.0,23.0
2026-02,90203,Las Grutas,63.186,1121.5667752443,53.13,43.23,59.59,12,96,1180,1482,344.0,4.43,279.0,141.0,169.0,164.0,53.0,39.0
2026-02,90206,Villa Elisa,43.443,521.4827586206897,39.56,23.82,38.87,0,13,230,117,29.0,3.26,18.0,15.0,20.0,12.0,3.0,0.0
2026-02,90220,Choele Choel,77.082,562.8888888888889,33.48,16.19,34.12,3,6,173,72,13.0,2.39,20.0,3.0,8.0,3.0,2.0,0.0
2026-02,90251,Dina Huapi,56.289,1259.514492753623,41.58,47.78,69.1,2,69,658,1219,150.0,4.31,129.0,52.0,59.0,75.0,41.0,62.0
2026-02,90254,San Pedro,,83.0,16.6,2.96,17.86,0,1,23,5,1.0,1.25,4.0,0.0,0.0,0.0,0.0,0.0
2026-02,90258,La Quiaca,12.246,274.8,13.0,10.9,27.55,0,4,84,27,5.0,1.33,14.0,5.0,9.0,2.0,0.0,0.0
2026-02,90266,Miramar,64.361,933.7,41.38,43.63,45.86,1,10,100,83,22.0,3.19,10.0,10.0,12.0,13.0,4.0,10.0
2026-02,90278,Claromeco,51.097,1321.46511627907,59.67,46.69,58.46,0,11,126,159,50.0,4.9,36.0,17.0,44.0,15.0,7.0,1.0
2026-02,90282,Sierra de la Ventana,58.591,820.843137254902,45.86,32.78,42.01,3,24,427,263,55.0,3.28,49.0,26.0,42.0,19.0,0.0,5.0
2026-02,90294,Humahuaca,75.804,428.5227272727273,32.04,18.22,52.3,0,12,181,148,46.0,4.48,31.0,6.0,19.0,18.0,7.0,47.0
2026-02,90309,Mar del Sur,41.843,911.7317073170732,49.32,34.61,51.71,0,22,286,287,45.0,7.08,14.0,19.0,14.0,17.0,6.0,1.0
2026-02,90330,Puerto Esperanza,,129.5,28.0,3.92,0.0,0,0,0,0,4.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0
2026-02,90360,Las Gaviotas,68.373,2256.172413793103,82.62,87.14,72.22,9,77,584,1443,191.0,5.9,101.0,47.0,88.0,123.0,50.0,50.0
2026-02,90398,Epuyen,,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02,102211,Salta,88.225,581.2300578034682,21.84,22.14,60.35,35,384,4904,5963,961.0,4.6,1312.0,403.0,464.0,383.0,158.0,214.0
2026-02,102249,San Martín de los Andes,60.348,1620.646288209607,66.73,60.46,63.24,46,692,7286,11554,1502.0,4.61,1097.0,633.0,907.0,880.0,436.0,618.0
2026-02,102804,Santa Fe,90.331,506.5130111524164,25.36,19.88,49.59,9,159,2568,2018,300.0,4.79,440.0,106.0,85.0,34.0,11.0,10.0
2026-02,103046,San Salvador de Jujuy,76.677,383.0584677419355,23.98,17.41,47.91,4,177,2766,1978,506.0,3.75,361.0,167.0,195.0,226.0,207.0,152.0
2026-02,103869,Corrientes,85.623,697.473441108545,33.79,28.39,56.62,5,165,2211,2395,449.0,3.55,629.0,269.0,259.0,145.0,59.0,58.0
2026-02,82014946,Merlo,58.153,865.0759493670886,38.31,34.2,56.27,8,91,1210,1320,251.0,4.78,166.0,111.0,140.0,105.0,29.0,15.0
2026-02,82014947,Lujan de Cuyo,69.593,1519.431213017752,55.46,60.56,60.66,21,728,8756,11246,1425.0,4.38,1047.0,614.0,831.0,750.0,380.0,514.0
2026-02,82014948,Ciudad de San Rafael,60.262,567.4699453551913,32.59,22.13,49.1,10,163,2438,2046,406.0,4.43,359.0,152.0,165.0,124.0,50.0,68.0
2026-02,82015165,Pinamar,56.287,2097.83865615927,86.89,75.28,60.99,100,979,11070,15436,2889.0,6.04,1331.0,805.0,1302.0,1075.0,473.0,540.0
2026-02,82015398,Villa Catedral,58.909,902.4285714285714,71.6,31.98,44.74,11,83,1476,1024,192.0,5.69,110.0,30.0,35.0,37.0,50.0,26.0
2026-02,82015430,Villa Gesell,50.037,1270.552631578947,50.44,48.75,63.41,21,285,3088,4796,947.0,5.59,584.0,342.0,536.0,479.0,173.0,140.0
2026-02,82015492,El Bolson,65.875,830.4386422976502,37.77,29.37,54.41,26,175,2600,2647,455.0,4.24,409.0,168.0,204.0,201.0,118.0,115.0
2026-02,82015515,Santiago del Estero,84.642,440.4545454545454,23.5,14.57,36.18,14,54,1242,542,141.0,3.54,129.0,39.0,38.0,13.0,11.0,0.0
2026-02,82015553,San Nicolas de los Arroyos,68.606,740.0625,42.99,27.78,42.91,8,47,903,539,98.0,3.19,117.0,35.0,48.0,17.0,7.0,17.0
2026-02,82015643,Concepcion del Uruguay,66.067,791.3151515151516,35.62,32.46,53.19,0,74,983,992,166.0,3.72,172.0,97.0,149.0,71.0,19.0,18.0
2026-02,82015644,Concordia,77.345,583.2054054054054,30.37,24.31,43.75,5,83,1478,924,192.0,3.9,242.0,87.0,98.0,62.0,22.0,17.0
2026-02,82015645,Gualeguaychu,62.77,834.615120274914,49.79,34.56,49.25,3,106,1505,1311,301.0,3.02,238.0,131.0,215.0,194.0,77.0,71.0
2026-02,82015646,Mar de Ajo,58.753,953.929292929293,37.33,35.9,61.97,0,77,807,1266,208.0,5.12,153.0,100.0,148.0,125.0,31.0,23.0
2026-02,82015647,Monte Hermoso,51.592,1766.851449275362,79.26,65.3,59.35,10,132,1474,2019,316.0,5.56,139.0,103.0,153.0,135.0,46.0,44.0
2026-02,82015649,Municipio de Rio Gallegos,91.205,490.5555555555555,23.21,17.99,45.46,3,32,509,396,83.0,3.62,142.0,37.0,22.0,16.0,5.0,13.0
2026-02,82015650,Municipio de Trelew,94.548,610.796875,45.61,22.12,41.67,5,36,672,418,72.0,3.59,124.0,30.0,30.0,19.0,10.0,7.0
2026-02,82015651,Municipio la Falda,63.624,724.2166666666667,42.65,29.47,48.2,1,59,854,711,125.0,4.49,75.0,28.0,61.0,50.0,28.0,36.0
2026-02,82015652,Municipio Puerto Madryn,71.062,969.781629116118,41.73,35.29,58.04,20,296,3683,4649,632.0,5.59,517.0,238.0,307.0,220.0,109.0,93.0
2026-02,82015653,Rafaela,81.762,592.5806451612904,33.67,22.35,47.96,1,12,187,141,34.0,5.95,41.0,10.0,15.0,8.0,1.0,0.0
2026-02,82015654,San Luis,91.002,497.2727272727273,22.02,18.93,52.3,1,38,575,488,109.0,4.66,149.0,58.0,57.0,46.0,15.0,12.0
2026-02,82015655,Termas de Rio Hondo,59.636,399.4444444444445,22.79,16.09,36.26,0,4,79,33,20.0,5.51,17.0,10.0,4.0,3.0,0.0,3.0
2026-02,82015656,Viedma,93.25,614.0,30.76,21.87,52.14,4,25,359,377,66.0,5.65,91.0,32.0,36.0,23.0,5.0,3.0
2026-02,82015657,Municipio de El Calafate,82.346,1236.386696730552,46.03,47.43,69.43,6,278,2444,5080,911.0,2.7,1293.0,556.0,875.0,1126.0,643.0,975.0
2026-02,82015659,Parana,81.829,664.578947368421,25.78,26.03,47.51,1,129,1944,1565,233.0,3.95,302.0,125.0,159.0,107.0,13.0,11.0
2026-01,5,Buenos Aires,96.217,1038.949372492103,29.45,34.84,67.4,798,10317,118586,204414,25841.0,7.54,25732.0,8493.0,9317.0,8199.0,3855.0,5293.0
2026-01,89956,Ciudad de Mendoza,87.997,899.037,26.46,30.82,66.25,51,885,10399,17035,2180.0,5.13,2845.0,1019.0,1110.0,993.0,538.0,620.0
2026-01,89957,Cordoba,96.734,785.0283058724124,25.07,26.53,62.75,96,1114,14504,20360,2658.0,5.52,3828.0,1286.0,1145.0,808.0,259.0,336.0
2026-01,89961,Mar del Plata,60.052,1749.878571428571,51.87,66.88,80.13,21,3411,25755,73196,8066.0,6.1,6929.0,3888.0,4398.0,4310.0,2308.0,3474.0
2026-01,89962,Colonia Caroya,53.798,1248.411764705882,101.65,54.28,38.06,0,7,138,59,17.0,3.69,6.0,6.0,8.0,6.0,4.0,12.0
2026-01,89963,Rosario,97.674,639.062893081761,22.64,21.87,59.23,55,582,8771,10073,1236.0,5.63,1901.0,551.0,461.0,255.0,112.0,127.0
2026-01,89966,Bahia Blanca,97.943,720.4896265560166,32.65,23.32,56.69,11,128,1915,2215,275.0,4.0,481.0,147.0,133.0,71.0,16.0,39.0
2026-01,89967,Tandil,75.122,1164.809701492537,35.95,40.83,52.65,23,288,4688,4239,603.0,4.64,541.0,279.0,307.0,241.0,106.0,149.0
2026-01,89968,Neuquen,94.115,1066.335616438356,40.53,37.63,59.45,15,148,2136,2530,314.0,3.69,606.0,236.0,191.0,142.0,60.0,73.0
2026-01,89970,Resistencia,93.16,512.188679245283,25.63,17.25,44.43,7,82,1526,1068,178.0,4.16,261.0,55.0,49.0,37.0,17.0,20.0
